"Parameter";"Rhat";"zchain1";"zchain2";"zchain3";"zchain4";"zchain5";"zchain6";"Effective"
"Alpha1";0,999958791617831;-0,461506207203683;0,418205019755715;0,248129424151402;-0,93078740637462;1,14157044344996;-1,04154983060585;29929,823358235
"Alpha2[1]";1,00011388125211;-0,490042874999587;0,693031380963427;-1,8746106168916;-0,177181588132878;0,211188153832114;-1,47847432321572;25563,6521630592
"Alpha2[2]";0,999985179697339;1,74507155964446;1,48803274111419;0,533263636097536;1,00537840985247;0,127840340215926;0,103498467010702;25144,2614405765
"Beta1";1,00001515738306;-0,46080453191261;0,636752123810751;0,947254141361387;-0,908587735382932;-0,195963673594588;-0,41971978496147;30695,3631625053
"Beta2";1,00006728837678;0,318184074581786;-0,164030562624043;-1,08763074855428;1,05566700242109;1,08769841736421;-0,662924929270489;30240,1747279103
"Gamma1[1, 1]";1,00003746710557;0,593402962186747;0,0310624044817055;2,16600723920049;1,97643039804578;0,851978280652083;-1,08647751624959;22075,9953904627
"Gamma1[1, 2]";1,00003746710557;-0,593402962186702;-0,0310624044816798;-2,16600723920045;-1,97643039804578;-0,851978280652059;1,08647751624959;22075,9953904627
"Gamma1[2, 1]";0,999945630818053;-0,115300865877954;-0,371293055339032;-1,72595198892288;-0,269671338968368;-0,131515115635559;0,663281471269512;30101,5294896551
"Gamma1[2, 2]";0,999945630818053;0,115300865877954;0,371293055339062;1,72595198892282;0,269671338968339;0,131515115635559;-0,663281471269481;30101,5294896551
"Gamma1[3, 1]";1,00006824631061;1,12151434944509;-0,322173434022754;1,23265038610401;-0,282114773044463;0,011148829192787;0,549820919311055;3623,66634795141
"Gamma1[3, 2]";1,00006824631061;-1,12151434944509;0,322173434022719;-1,23265038610404;0,28211477304443;-0,011148829192787;-0,549820919311082;3623,66634795141
"Gamma1[4, 1]";1,00000895066227;1,08313227096888;-0,577205300758354;-0,813450101800831;0,662092168183505;1,06868371410735;-0,610249172203513;30443,0509442757
"Gamma1[4, 2]";1,00000895066227;-1,08313227096888;0,577205300758354;0,813450101800831;-0,662092168183505;-1,06868371410735;0,610249172203486;30443,0509442757
"Gamma1[5, 1]";1,00004255265807;1,04527148784931;-0,104889948533663;-1,2538604341965;-0,971667888991633;0,0928774789168958;-1,88115260235678;15368,3106173243
"Gamma1[5, 2]";1,00004255265807;-1,04527148784929;0,104889948533663;1,2538604341965;0,971667888991611;-0,0928774789168743;1,88115260235676;15368,3106173243
"Gamma1[6, 1]";1,00002190452562;1,02145822030306;-0,867172395864359;-2,45157708213741;-1,18996002767267;-0,907594749928674;1,12364828287409;16629,9048163499
"Gamma1[6, 2]";1,00002190452562;-1,02145822030298;0,867172395864396;2,45157708213741;1,18996002767267;0,907594749928635;-1,12364828287409;16629,9048163493
"Gamma1[7, 1]";1,00004511478537;-2,10397193230802;1,53092491630219;0,471689202992472;-0,244722306931345;0,625094804027152;-0,840424889690023;30332,752581648
"Gamma1[7, 2]";1,00004511478537;2,10397193230805;-1,53092491630219;-0,4716892029925;0,244722306931315;-0,625094804027152;0,840424889690023;30332,752581648
"Gamma1[8, 1]";1,00000436982341;-0,0327395606057078;-0,62295186042617;-0,715771377143397;0,760991051509607;0,147610263881298;-0,641340117511066;30214,3621637748
"Gamma1[8, 2]";1,00000436982341;0,0327395606056709;0,62295186042617;0,715771377143397;-0,76099105150969;-0,147610263881334;0,641340117511066;30214,3621637748
"Gamma1[9, 1]";1,00008938152944;-0,608869658619462;-0,0436389799097698;1,08076317308918;0,345214656756628;-0,312599447005156;3,32362317750485;30377,0764693564
"Gamma1[9, 2]";1,00008938152944;0,608869658619424;0,0436389799097698;-1,08076317308915;-0,345214656756708;0,312599447005118;-3,32362317750477;30377,0764693564
"Gamma1[10, 1]";1,00002482174366;-2,29768668818566;-1,45968084877207;-0,587915336859837;0,879172905902404;-1,42965021035902;0,4951688616848;30329,2788668703
"Gamma1[10, 2]";1,00002482174366;2,29768668818562;1,45968084877204;0,5879153368598;-0,879172905902363;1,42965021035899;-0,495168861684764;30329,2788668703
"Gamma1[11, 1]";0,999986662488341;0,242645992470691;-0,865620101531214;0,672418255473818;0,771777602667483;1,45873889241381;-0,408973405631707;30012,4390038046
"Gamma1[11, 2]";0,999986662488341;-0,242645992470691;0,865620101531275;-0,672418255473844;-0,771777602667454;-1,45873889241381;0,408973405631626;30012,4390038046
"Gamma1[12, 1]";1,00000363999381;0,295064054861208;0,293285880457222;-1,3549053983154;0,0874936566988146;-0,197162434067169;-0,278250109384057;30212,7365609511
"Gamma1[12, 2]";1,00000363999381;-0,295064054861239;-0,293285880457191;1,35490539831537;-0,0874936566988451;0,197162434067201;0,278250109384026;30212,7365609511
"Gamma1[13, 1]";1,0000219782491;-1,5188769222385;-0,641488358195087;-0,686907088256712;0,881553864631653;-0,793101892132279;-0,640275487390119;30733,6958113285
