"Parameter";"Mean";"SD";"Naive SE";"Time-series SE";"2.5%";"25%";"50%";"75%";"97.5%"
"Alpha2[5, 2]";3,48077319330133;0,621404990768681;0,00358768338696075;0,0035875799481579;2,4393400369133;3,04770978557699;3,41583769710659;3,8451396355716;4,88203725113158
"Alpha2[6, 2]";3,21868262989167;0,485035925034891;0,00280035621885533;0,00278950932029857;2,36723704271983;2,8827959256764;3,1844780792146;3,51570192639983;4,27337286118522
"Alpha2[7, 2]";2,56471129373463;0,532199268256251;0,00307265390790268;0,00307764814009745;1,59253460327742;2,19633201516545;2,54050317813267;2,90472475673987;3,68042744003578
"Alpha2[8, 2]";3,31902592462325;0,42152799758211;0,00243369302874995;0,00247274430694202;2,57906469262499;3,02631272224988;3,2893478090154;3,58139062290312;4,2334855510907
"Alpha2[9, 2]";2,61322236097856;0,414201886364714;0,00239139570591518;0,00240351814795797;1,85325215339526;2,32566145725345;2,59324724339787;2,87796239165442;3,48328043719796
"Alpha2[10, 2]";3,43778836725306;0,428749985266706;0,00247538919408781;0,00245977924697432;2,67880170230273;3,13926275954866;3,40891749343954;3,70585078051521;4,36245390395547
"Alpha2[11, 2]";2,092312121109;0,403118669577855;0,00232740672396138;0,0023353086434677;1,35535771385252;1,81492212051978;2,07112045757557;2,35157928542532;2,94209802857302
"Alpha2[12, 2]";1,35687189466201;0,349959161980523;0,00202049016374831;0,00200502328522776;0,706104333729491;1,11476365125068;1,34419238646054;1,58391153381107;2,07836808370491
"Alpha2[13, 2]";2,67527783255961;0,520219492528214;0,00300348864048855;0,00300369102509637;1,72808962737853;2,31527636267212;2,64398235597038;3,00677008440856;3,7710371218692
"Alpha2[14, 2]";2,05916154790651;0,330585430285672;0,00190863587165601;0,00192711588821584;1,44531785419311;1,83169163079018;2,04692700225486;2,27349063844386;2,74526282514841
"Alpha2[15, 2]";2,1319302164359;0,392726118570626;0,00226740530274548;0,00225996943514397;1,40052695950378;1,86152280057046;2,11875311433031;2,3867550361554;2,94815789719438
"Alpha2[16, 2]";1,97655841060557;0,381607614755699;0,00220321259104014;0,0021853409070278;1,2577592710148;1,71448275091802;1,96657547955413;2,22893096083352;2,74823043678013
"Alpha2[17, 2]";2,38216136595971;0,399733390401544;0,00230786180552413;0,00229596853618145;1,64623133662793;2,10468593128187;2,36540084694612;2,63956345526685;3,2130576097117
"Alpha2[18, 2]";2,67933396293749;0,366049090274842;0,00211338540806797;0,00212444943796735;2,00639415723885;2,42584000322707;2,66454750297553;2,91398471442754;3,44503082958815
"Alpha2[19, 2]";2,85663722110098;0,386024720035102;0,00222871476026116;0,00223655523564528;2,15484985583834;2,58698207661661;2,83548504666733;3,10210791507257;3,67220777725941
"Alpha2[20, 2]";2,79053480971794;0,408835603978069;0,00236041346011041;0,0023060131209519;2,05014956887248;2,50765336762137;2,77101368022752;3,0473326806188;3,66654893359811
"Alpha2[21, 2]";3,21979089534649;0,444439531917857;0,00256597283391286;0,00255730183054847;2,42808485223597;2,91179761038363;3,1917156249587;3,49775017291196;4,16764509462402
"Alpha2[22, 2]";2,18705317254634;0,426048398311282;0,00245979157452828;0,00248806962001335;1,40756523868691;1,89372043521362;2,16894780633903;2,45981186736573;3,08032088950422
"Alpha2[23, 2]";2,18475827749152;0,58329198376294;0,00336763783841684;0,00341238717879793;1,08154310789898;1,78457583060193;2,17069378088819;2,56481316128172;3,37685154168549
"Alpha2[24, 2]";2,79026345219887;0,517153815753896;0,00298578894737954;0,00300897506640847;1,89467499169459;2,42965091007055;2,74422872450337;3,10498082743229;3,91714888426665
"Gamma1[1, 1]";0,509479637107661;0,049252323211584;0,000284358420644225;0,000282485350850794;0,41355416775069;0,476288437017901;0,509429130416632;0,543000123931458;0,604914026449609
"Gamma1[2, 1]";0,465014879292477;0,039906660667984;0,000230401212791196;0,000231400629016253;0,387032023780204;0,438169670154864;0,464700073285236;0,492159901306319;0,543348242829995
"Gamma1[3, 1]";0,617013457415609;0,0347235250228707;0,000200476365191671;0,000200558940609469;0,547545858684623;0,593831766243954;0,617283467466766;0,640802489269296;0,683601463771557
"Gamma1[4, 1]";0,660689034403249;0,0460638529062649;0,000265949778753434;0,000263623435949617;0,567490757384741;0,629600817251909;0,662039260703773;0,692693684345402;0,747373143564996
"Gamma1[5, 1]";0,46368938556191;0,0542328343747381;0,000313113415251714;0,000314611079061759;0,359341923499619;0,426878246526071;0,463186303065772;0,499846898342142;0,57103188674965
"Gamma1[6, 1]";0,57824041374823;0,0305578582422814;0,000176425876820396;0,000177055409235657;0,518309978961783;0,557503052767328;0,578369772523357;0,599023187513062;0,637704885720246
"Gamma1[7, 1]";0,657430641761335;0,0439177779304847;0,000253559409103755;0,000251837431814483;0,569562524696739;0,627896144428369;0,658196615755917;0,687827630099248;0,741003802066641
"Gamma1[8, 1]";0,520057921774555;0,0326920136478204;0,0001887474287992;0,000187781553138538;0,456451849671529;0,497799762920555;0,520083501244621;0,541991983984771;0,583823793281717
"Gamma1[9, 1]";0,501438239548039;0,0329630149508881;0,000190312055551969;0,000190227147241628;0,436820824203961;0,478922882177149;0,501642805647952;0,523881746378381;0,565690496432657
"Gamma1[10, 1]";0,516746923516287;0,0316337279017577;0,000182637413195512;0,000182704171401519;0,454897110446232;0,495257306241644;0,516721515331481;0,538215456853655;0,579367281043696
"Gamma1[11, 1]";0,542767965884992;0,0390022989857875;0,000225179878184587;0,000224625412066834;0,465620398270652;0,516526951723097;0,542963729794466;0,568875214345649;0,618094484212764
"Gamma1[12, 1]";0,600240557839996;0,0379279455234347;0,000218977095577645;0,000218986180402565;0,524904774306601;0,574912782234597;0,600760093871412;0,625986890381742;0,673204841328428
"Gamma1[13, 1]";0,56989117633453;0,0417706191916713;0,000241162782345288;0,000241173112441516;0,487620747041697;0,541859601675657;0,570387680234419;0,598480102561233;0,650873393361187
"Gamma1[14, 1]";0,597252408485286;0,0360902847715778;0,000208367356280007;0,000208950703175261;0,52608432363912;0,57292837920801;0,597222324727479;0,62196731043181;0,667420161143618
"Gamma1[15, 1]";0,539263792015086;0,0374283224246552;0,000216092520271908;0,000212984055815099;0,465834664048852;0,514142404957887;0,539200795646785;0,564591045264787;0,61186537033035
"Gamma1[16, 1]";0,553158436494104;0,0439973131575682;0,000254018605951423;0,000252296578336416;0,467187663492371;0,523629005711463;0,553273431147056;0,58340419725125;0,639186242668773
"Gamma1[17, 1]";0,578749033283454;0,0341478574894215;0,000197152747137665;0,000197157097324174;0,511617963699191;0,556094846128357;0,578903907137112;0,601837303974355;0,645675469867756
"Gamma1[18, 1]";0,563172134186317;0,0373078705584955;0,000215397091098391;0,000214746457558082;0,489960564684743;0,538013497796292;0,563282916970081;0,588211680123704;0,636034346127255
"Gamma1[19, 1]";0,571124695552373;0,0325062098836937;0,00018767469026685;0,000189261579339884;0,507310458547109;0,549212600837534;0,571427128606252;0,593071649190957;0,634014366941842
"Gamma1[20, 1]";0,551071587386627;0,0371124718609889;0,000214268956192344;0,000212532715673947;0,477772912693537;0,525982874055846;0,551412256437706;0,576190700318212;0,623515572817855
"Gamma1[21, 1]";0,537803171798437;0,037453451766256;0,000216237604593286;0,000214746686867015;0,464280687389264;0,51242271924259;0,53796393060837;0,563428878837374;0,611276317005986
"Gamma1[22, 1]";0,460384943067887;0,0497124517120773;0,000287014973780441;0,000292143388006171;0,365351330927909;0,426110503831892;0,460022061673724;0,494132319225155;0,558797935829685
"Gamma1[23, 1]";0,514484348900583;0,042230875254836;0,000243820071964931;0,000241793411286733;0,432770196875586;0,485605368639555;0,514317691554712;0,543301695083319;0,597712958117972
"Gamma1[24, 1]";0,356476434152383;0,0423581742186088;0,000244555032874949;0,000243761067921544;0,276455750353002;0,327074309399546;0,355462397580461;0,384769894360681;0,440957808166694
"Gamma1[1, 2]";0,490520362892339;0,049252323211584;0,000284358420644225;0,000282485350850794;0,395085973550391;0,456999876068542;0,490570869583368;0,5237115629821;0,58644583224931
"Gamma1[2, 2]";0,534985120707523;0,039906660667984;0,000230401212791196;0,000231400629016253;0,456651757170005;0,507840098693681;0,535299926714764;0,561830329845136;0,612967976219796
"Gamma1[3, 2]";0,382986542584391;0,0347235250228707;0,000200476365191671;0,000200558940609469;0,316398536228443;0,359197510730704;0,382716532533234;0,406168233756046;0,452454141315377
"Gamma1[4, 2]";0,339310965596751;0,0460638529062649;0,000265949778753434;0,000263623435949617;0,252626856435004;0,307306315654598;0,337960739296227;0,370399182748091;0,432509242615259
"Gamma1[5, 2]";0,53631061443809;0,0542328343747381;0,000313113415251714;0,00031461107906176;0,42896811325035;0,500153101657858;0,536813696934228;0,573121753473929;0,640658076500381
"Gamma1[6, 2]";0,42175958625177;0,0305578582422814;0,000176425876820396;0,000177055409235657;0,362295114279754;0,400976812486938;0,421630227476643;0,442496947232672;0,481690021038217
"Gamma1[7, 2]";0,342569358238665;0,0439177779304847;0,000253559409103755;0,000251837431814483;0,258996197933359;0,312172369900752;0,341803384244083;0,372103855571631;0,430437475303261
"Gamma1[8, 2]";0,479942078225445;0,0326920136478204;0,0001887474287992;0,000187781553138538;0,416176206718283;0,458008016015229;0,479916498755379;0,502200237079445;0,543548150328471
"Gamma1[9, 2]";0,498561760451961;0,0329630149508881;0,000190312055551969;0,000190227147241628;0,434309503567343;0,476118253621619;0,498357194352048;0,521077117822851;0,563179175796039
"Gamma1[10, 2]";0,483253076483713;0,0316337279017577;0,000182637413195512;0,000182704171401519;0,420632718956304;0,461784543146345;0,483278484668519;0,504742693758356;0,545102889553768
"Gamma1[11, 2]";0,457232034115008;0,0390022989857875;0,000225179878184587;0,000224625412066834;0,381905515787236;0,431124785654351;0,457036270205534;0,483473048276903;0,534379601729348
"Gamma1[12, 2]";0,399759442160004;0,0379279455234347;0,000218977095577645;0,000218986180402565;0,326795158671572;0,374013109618258;0,399239906128588;0,425087217765403;0,475095225693399
"Gamma1[13, 2]";0,43010882366547;0,0417706191916713;0,000241162782345288;0,000241173112441516;0,349126606638813;0,401519897438767;0,429612319765581;0,458140398324343;0,512379252958303
"Gamma1[14, 2]";0,402747591514714;0,0360902847715778;0,000208367356280007;0,000208950703175261;0,332579838856382;0,37803268956819;0,402777675272521;0,42707162079199;0,47391567636088
"Gamma1[15, 2]";0,460736207984914;0,0374283224246552;0,000216092520271908;0,000212984055815099;0,38813462966965;0,435408954735213;0,460799204353215;0,485857595042113;0,534165335951148
"Gamma1[16, 2]";0,446841563505896;0,0439973131575682;0,000254018605951423;0,000252296578336416;0,360813757331227;0,41659580274875;0,446726568852944;0,476370994288537;0,532812336507629
"Gamma1[17, 2]";0,421250966716546;0,0341478574894215;0,000197152747137665;0,000197157097324174;0,354324530132244;0,398162696025645;0,421096092862887;0,443905153871643;0,488382036300809
"Gamma1[18, 2]";0,436827865813683;0,0373078705584955;0,000215397091098391;0,000214746457558082;0,363965653872745;0,411788319876296;0,436717083029919;0,461986502203708;0,510039435315256
"Gamma1[19, 2]";0,428875304447627;0,0325062098836937;0,00018767469026685;0,000189261579339884;0,365985633058158;0,406928350809043;0,428572871393748;0,450787399162466;0,492689541452891
"Gamma1[20, 2]";0,448928412613373;0,0371124718609889;0,000214268956192344;0,000212532715673947;0,376484427182145;0,423809299681788;0,448587743562294;0,474017125944154;0,522227087306463
"Gamma1[21, 2]";0,462196828201563;0,037453451766256;0,000216237604593286;0,000214746686867015;0,388723682994014;0,436571121162626;0,46203606939163;0,48757728075741;0,535719312610736
"Gamma1[22, 2]";0,539615056932113;0,0497124517120773;0,000287014973780441;0,000292143388006171;0,441202064170315;0,505867680774845;0,539977938326276;0,573889496168108;0,63464866907209
"Gamma1[23, 2]";0,485515651099417;0,042230875254836;0,000243820071964931;0,000241793411286733;0,402287041882028;0,456698304916681;0,485682308445288;0,514394631360445;0,567229803124414
"Gamma1[24, 2]";0,643523565847617;0,0423581742186088;0,000244555032874949;0,000243761067921544;0,559042191833306;0,615230105639319;0,644537602419539;0,672925690600454;0,723544249646998
"Gamma1_F[1]";0,509479637107661;0,049252323211584;0,000284358420644225;0,000282485350850794;0,41355416775069;0,476288437017901;0,509429130416632;0,543000123931458;0,604914026449609
"Gamma1_F[2]";0,465014879292477;0,039906660667984;0,000230401212791196;0,000231400629016253;0,387032023780204;0,438169670154864;0,464700073285236;0,492159901306319;0,543348242829995
"Gamma1_F[3]";0,617013457415609;0,0347235250228707;0,000200476365191671;0,000200558940609469;0,547545858684623;0,593831766243954;0,617283467466766;0,640802489269296;0,683601463771557
"Gamma1_F[4]";0,660689034403249;0,0460638529062649;0,000265949778753434;0,000263623435949617;0,567490757384741;0,629600817251909;0,662039260703773;0,692693684345402;0,747373143564996
"Gamma1_F[5]";0,46368938556191;0,0542328343747381;0,000313113415251714;0,000314611079061759;0,359341923499619;0,426878246526071;0,463186303065772;0,499846898342142;0,57103188674965
"Gamma1_F[6]";0,57824041374823;0,0305578582422814;0,000176425876820396;0,000177055409235657;0,518309978961783;0,557503052767328;0,578369772523357;0,599023187513062;0,637704885720246
"Gamma1_F[7]";0,657430641761335;0,0439177779304847;0,000253559409103755;0,000251837431814483;0,569562524696739;0,627896144428369;0,658196615755917;0,687827630099248;0,741003802066641
"Gamma1_F[8]";0,520057921774555;0,0326920136478204;0,0001887474287992;0,000187781553138538;0,456451849671529;0,497799762920555;0,520083501244621;0,541991983984771;0,583823793281717
"Gamma1_F[9]";0,501438239548039;0,0329630149508881;0,000190312055551969;0,000190227147241628;0,436820824203961;0,478922882177149;0,501642805647952;0,523881746378381;0,565690496432657
"Gamma1_F[10]";0,516746923516287;0,0316337279017577;0,000182637413195512;0,000182704171401519;0,454897110446232;0,495257306241644;0,516721515331481;0,538215456853655;0,579367281043696
"Gamma1_F[11]";0,542767965884992;0,0390022989857875;0,000225179878184587;0,000224625412066834;0,465620398270652;0,516526951723097;0,542963729794466;0,568875214345649;0,618094484212764
"Gamma1_F[12]";0,600240557839996;0,0379279455234347;0,000218977095577645;0,000218986180402565;0,524904774306601;0,574912782234597;0,600760093871412;0,625986890381742;0,673204841328428
"Gamma1_F[13]";0,56989117633453;0,0417706191916713;0,000241162782345288;0,000241173112441516;0,487620747041697;0,541859601675657;0,570387680234419;0,598480102561233;0,650873393361187
"Gamma1_F[14]";0,597252408485286;0,0360902847715778;0,000208367356280007;0,000208950703175261;0,52608432363912;0,57292837920801;0,597222324727479;0,62196731043181;0,667420161143618
"Gamma1_F[15]";0,539263792015086;0,0374283224246552;0,000216092520271908;0,000212984055815099;0,465834664048852;0,514142404957887;0,539200795646785;0,564591045264787;0,61186537033035
"Gamma1_F[16]";0,553158436494104;0,0439973131575682;0,000254018605951423;0,000252296578336416;0,467187663492371;0,523629005711463;0,553273431147056;0,58340419725125;0,639186242668773
"Gamma1_F[17]";0,578749033283454;0,0341478574894215;0,000197152747137665;0,000197157097324174;0,511617963699191;0,556094846128357;0,578903907137112;0,601837303974355;0,645675469867756
"Gamma1_F[18]";0,563172134186317;0,0373078705584955;0,000215397091098391;0,000214746457558082;0,489960564684743;0,538013497796292;0,563282916970081;0,588211680123704;0,636034346127255
"Gamma1_F[19]";0,571124695552373;0,0325062098836937;0,00018767469026685;0,000189261579339884;0,507310458547109;0,549212600837534;0,571427128606252;0,593071649190957;0,634014366941842
"Gamma1_F[20]";0,551071587386627;0,0371124718609889;0,000214268956192344;0,000212532715673947;0,477772912693537;0,525982874055846;0,551412256437706;0,576190700318212;0,623515572817855
"Gamma1_F[21]";0,537803171798437;0,037453451766256;0,000216237604593286;0,000214746686867015;0,464280687389264;0,51242271924259;0,53796393060837;0,563428878837374;0,611276317005986
"Gamma1_F[22]";0,460384943067887;0,0497124517120773;0,000287014973780441;0,000292143388006171;0,365351330927909;0,426110503831892;0,460022061673724;0,494132319225155;0,558797935829685
"Gamma1_F[23]";0,514484348900583;0,042230875254836;0,000243820071964931;0,000241793411286733;0,432770196875586;0,485605368639555;0,514317691554712;0,543301695083319;0,597712958117972
"Gamma1_F[24]";0,356476434152383;0,0423581742186088;0,000244555032874949;0,000243761067921544;0,276455750353002;0,327074309399546;0,355462397580461;0,384769894360681;0,440957808166694
"Gamma3[1, 1]";0,469898991215303;0,0534257859109933;0,000308453918773793;0,000305305191870294;0,365906078208783;0,433469336719934;0,469704035252297;0,505871949898067;0,574687788940279
"Gamma3[2, 1]";0,363432883111235;0,0450513885086644;0,000260104312828438;0,000261406422600356;0,277409454698161;0,332572825903883;0,362829481976587;0,393552150604335;0,453377137630645
"Gamma3[3, 1]";0,551690297283823;0,0431415262757932;0,000249077718085805;0,000248873281867725;0,466036377150959;0,522611409156059;0,552374892112314;0,580855406077259;0,63472013579966
"Gamma3[4, 1]";0,621430021865719;0,0514156550721435;0,00029684842296463;0,000296615802027815;0,518289933103469;0,587069200522182;0,6224693413027;0,657057571925882;0,718908411953791
"Gamma3[5, 1]";0,413255229110305;0,0586074819495233;0,000338370454800834;0,000339858599953134;0,301309694801433;0,373247301138543;0,412407195588962;0,452275295800392;0,530403888214235
"Gamma3[6, 1]";0,534449942451308;0,0354829490855347;0,000204860902061753;0,000204484320793656;0,464599809193343;0,510496926412547;0,534661725185913;0,558413311612206;0,602767370905946
"Gamma3[7, 1]";0,569777437705668;0,0544520905004521;0,000314379291083739;0,00031355946717488;0,461239066170246;0,532821456348775;0,57028406837671;0,607242471235854;0,675075686893567
"Gamma3[8, 1]";0,465713678982768;0,0365171780156134;0,000210832025573599;0,000209720665141225;0,39506849174406;0,440706414575239;0,465757080296825;0,490238534115215;0,537832205478028
"Gamma3[9, 1]";0,398050976621124;0,0380593265079977;0,000219735624045683;0,000218463877351565;0,325299659049842;0,371903783291177;0,397597295822489;0,423722982677178;0,474119801527769
"Gamma3[10, 1]";0,461570619100055;0,0350069647305296;0,00020211280510683;0,000201152219917883;0,393048298835906;0,437920940339629;0,461551111902091;0,48537361565341;0,530957588398
"Gamma3[11, 1]";0,496891934487709;0,0430467683876051;0,000248530633163273;0,000250300046944676;0,41283972698882;0,467746011466723;0,496596449416652;0,526280134486762;0,581147009856658
"Gamma3[12, 1]";0,533150160974173;0,0480204123464564;0,000277245979948234;0,000273163802908184;0,438920666326815;0,500828982776919;0,53328159964242;0,565832867604703;0,626287112267128
"Gamma3[13, 1]";0,471644129359797;0,0501821450061543;0,00028972674927816;0,000289740818831243;0,373262813419183;0,437813201145165;0,47141252319521;0,505655040545272;0,570805380345178
"Gamma3[14, 1]";0,513325120382185;0,0462211013064684;0,000266857652815305;0,000267341749428812;0,422614662683766;0,482075199157752;0,513521110558524;0,54470816083779;0,602773150863924
