"";"X1996";"X1997";"X1998";"X1999";"X2000";"X2001";"X2002";"X2003";"X2004";"X2005";"X2006";"X2007";"X2008";"X2009";"X2010";"X2011";"X2012";"X2013";"X2014";"X2015";"X2016";"X2017";"X2018";"X2019"
"52";NA;NA;NA;NA;NA;NA;2,674102703;2,644323954;NA;NA;NA;NA;NA;2,831402862;NA;NA;NA;1,895092392;NA;1,767754168;2,52136159;2,595452624;NA;NA
"53";NA;NA;NA;NA;NA;NA;NA;2,79684369;NA;NA;NA;NA;NA;2,580471656;NA;NA;NA;NA;NA;2,661437234;2,815223685;2,483095367;NA;NA
"54";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,741517057;NA;NA;NA;NA;NA;2,241210303;2,549376719;2,44938819;NA;NA
"55";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,670775611;2,172240291;NA;NA
"56";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,736144244;2,333285692;NA;NA
"57";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,703459928;2,715300364;NA;NA
"58";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,255217867;2,404445288;NA;NA
"59";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,404631887;NA;NA;NA
"60";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,689452363;NA;NA;NA
"61";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,764159373;NA;NA;NA
