"";"X1996";"X1997";"X1998";"X1999";"X2000";"X2001";"X2002";"X2003";"X2004";"X2005";"X2006";"X2007";"X2008";"X2009";"X2010";"X2011";"X2012";"X2013";"X2014";"X2015";"X2016";"X2017";"X2018";"X2019"
"1";1,232469408;1,049826351;0,836000333;1,271076883;0,991915138;1,449265232;1,401748339;1,320078679;0,928064313;0,555353685;0,899851158;0,843424848;1,057250866;0,896881352;0,742451451;1,165648778;0,886487032;0,977108805;0,887971935;1,272688227;1,052193095;1,166661663;0,8701531;1,274046689
"2";1,246923873;1,235439214;1,138920525;1,119334623;1,278501398;0,879898282;1,009803386;1,389869116;1,339382417;0,934741621;0,91618509;1,137435622;1,098325785;1,412142659;1,298826917;1,107045962;0,90579077;1,034356459;1,134465817;0,985975526;1,478644863;0,950337857;1,104767759;0,988945332
"3";1,385414407;1,051311254;0,754330674;1,354231446;0,803717797;0,898366255;1,380959698;0,980035915;0,999339653;1,002309458;1,123454513;1,244348631;1,161194069;1,069130089;1,033289683;1,244348631;1,373535184;0,91660961;1,220590185;0,850439816;1,063190477;0,893911547;1,006764167;0,990430235
"4";1,12110169;1,315623971;1,072099895;0,749518966;1,001877165;0,968449636;1,109835665;1,431446397;1,326118117;0,862728586;0,90579077;0,821151304;0,991915138;0,91585706;1,082494215;1,095858341;0,923609605;0,95182276;1,501236833;1,240892789;1,104767759;1,252047902;0,868001481;1,059146058
"5";1,006764167;0,959247274;0,828575819;1,212116049;1,34479585;1,576966881;1,119616788;1,06467538;1,147829943;1,315090268;1,01864339;1,159709166;1,330131072;0,970044812;0,830799594;0,74424119;1,108814901;1,097057815;0,791453246;0,9726114;0,958302816;0,674145917;1,220590185;0,978551012
"6";1,010774221;1,006764167;0,9111946;0,938458634;0,898366255;1,040089794;1,285925913;1,440355814;1,098828147;1,574146492;1,020645909;1,078039506;1,101797953;0,96221708;0,93307743;0,798877761;0,858273877;1,025285818;1,014188682;1,127584012;0,838970139;1,336473339;0,950337857;0,966671789
"7";1,415408477;0,82412111;0,944398245;0,971572629;0,929549216;1,149314846;0,956277468;1,594785716;1,06467538;1,527965085;0,936717728;1,023256963;0,972075466;0,991852158;1,271076883;0,984359449;0,984490624;0,919225145;0,851802441;0,907275673;0,980167667;0,769179703;0,957762371;0,9499246
"8";1,118618629;1,444810523;1,16713368;1,08991873;1,067645186;1,346806931;1,271076883;1,038924911;1,250288243;0,766209897;0,904022534;1,037947128;1,132980914;1,190892127;0,797392858;1,324533388;0,744454844;0,611779995;1,236924117;1,262167466;0,800362664;1,144411091;0,795907955;1,015673584
"9";0,948852954;0,894141555;0,897877244;0,914700187;1,483414074;0,862228663;0,945558519;1,412142659;1,265137272;1,157606036;0,860128722;0,73205713;0,886487032;0,709872822;0,770664606;1,623750344;0,736405547;0,669691208;0,873122906;1,196831738;1,327503194;0,913215284;0,980035915;1,171588389
"10";1,256842153;1,182917943;1,154670275;1,155254457;1,339382417;0,954911132;1,107812746;0,996369847;1,384974848;0,82551275;1,517101409;1,014576674;0,907275673;0,987460429;1,085570992;0,821151304;1,055765963;1,297805136;1,248541705;0,80333247;1,229499602;0,945100427;1,115162079;0,932366406
