"Parameter";"Rhat";"zchain1";"zchain2";"zchain3";"zchain4";"zchain5";"zchain6";"Effective"
"Alpha1[1]";0,99997496917811;-0,686950562863731;0,367589058151051;-0,0755907275779033;0,275040998902627;-0,976636694742028;-1,92552625920654;30111,3407547882
"Alpha1[2]";1,00005976731857;-1,3332274922689;0,662382418507876;-0,395683446550737;0,383456374552975;0,523026644405994;-0,0546778738813234;30155,8377982943
"Alpha1[3]";1,00006088059583;0,373395795337742;1,08698720251514;1,20193416559978;-0,401336278604463;-0,0326886675287534;-1,13312300473623;30131,3930240169
"Alpha1[4]";0,999987950948787;-0,756312436886305;0,55695319816373;1,51748292550091;2,06336173751013;0,93162817667998;0,00460670416683619;30591,1760884697
"Alpha1[5]";1,00000485613278;-0,480793178239188;-1,54709530617098;-0,300088040601414;0,233110751270163;-0,168098057198908;-1,02803637495701;5388,09960465405
"Alpha1[6]";1,00000352367282;-0,218319317401217;0,7439067115764;1,1953396772504;-0,0664876974717453;-0,103659760884997;1,07360410949436;30130,6355792833
"Alpha1[7]";0,999955874568562;0,409098598175768;-0,584222194747519;-1,04591185702949;-0,0151583938492588;-0,709593272877787;-0,0771704731980388;30219,4929341323
"Alpha1[8]";1,00010942357711;-1,27839415207263;1,05102657815858;0,662658477485058;0,642690221042944;0,0344996347825052;-0,340145774741353;30151,6471213511
"Alpha1[9]";1,00008193092395;-0,379049168548236;1,55589261472401;2,13538569249509;1,23799970942597;0,329118025635447;0,30554172447515;29435,8256326819
"Alpha1[10]";1,00004762180889;1,23127035547685;-0,712437016382601;-0,245829298835821;-0,218931428809018;-0,688296036596292;0,351808550067471;21191,5347245502
"Alpha1[11]";1,00001653986821;-1,08509080517898;0,336416151993345;1,49632368616079;-0,903771499314151;-1,14679513729564;0,974159084925201;30106,8334020103
"Alpha1[12]";1,00006496538775;0,67088097528331;0,315127625024138;1,90615027113096;-0,00825375156491939;1,11254070013716;0,0773485570460757;30031,6526476292
"Alpha1[13]";1,00011934755678;0,459023479873845;2,08009158412241;0,495350491917416;0,452834872303311;-0,840734171514987;0,342256995501646;18125,666948335
"Alpha1[14]";1,00004457503379;-0,0419770893149028;0,0831302940444105;-0,518860844512343;0,26467997777589;-1,52703104657373;-0,202150475785057;30087,7137468059
"Alpha1[15]";1,0000653312524;0,130386620041416;0,5122629403734;-0,477555518061496;-1,04534813440412;-1,32627684345451;-0,251163701835735;30068,3809776623
"Alpha1[16]";0,999993271006242;0,208033008844444;0,796036197597664;0,893127024521334;0,043452141023396;-0,0770680131830337;0,74250886069821;28038,2189633216
"Alpha1[17]";1,0000498729916;1,09380197161473;-0,563168485997641;-0,832213546029396;1,27523986072814;-0,30116734566328;0,661952392788961;30017,9099212543
"Alpha1[18]";1,00008324433962;-0,514192407720197;-0,716843159703484;-1,50998887029987;0,971329283760734;0,541856572406552;1,15509691584944;30052,6749116298
"Alpha1[19]";1,00004826845865;-0,942432394532441;1,01787815016236;-0,00154701053906506;0,914822311215235;0,960773689246;1,99674619583679;26146,0262912836
"Alpha1[20]";1,00000301454523;0,112379278224126;0,37152235612031;0,344214456737916;-1,41379954748845;3,01535866338364;-0,178756637630423;8294,84434230364
"Alpha1[21]";1,00003881372563;2,13671131545238;-1,27183984359642;0,674416481899687;-0,355572613016614;-1,7894495523666;-0,371582149922574;30007,7879232001
"Alpha1[22]";0,999939583619044;0,081373300638316;0,695646498314708;1,20849233139475;-0,297231394499861;-0,0983701250082843;0,948014847661053;30619,2520569822
"Alpha1[23]";1,00011087459339;-0,390713005664442;0,154101647362298;1,11356232222999;-0,167764944244817;-0,0652209089151979;-1,06614347136614;30112,5581228627
"Alpha1[24]";1,00003697789741;-0,0708212080739728;0,373057770597591;1,41224169637611;-0,859897041519112;1,00508013263079;0,484382577124809;23077,3393856111
"Alpha2[1, 1]";0,999965960653785;-0,196700275302787;0,786647800761178;1,96791934572126;-0,356199636740928;-1,27608516063627;-0,926301795684583;30079,6439221851
"Alpha2[1, 2]";1,00001060752171;-0,161364896614377;-0,892948335349471;1,28230141574858;2,38640287400961;-0,800259852676152;0,443565448638489;7231,15762839347
"Alpha2[2, 1]";1,00000192263199;-0,142256726040105;0,189854322534104;-1,69707810489766;0,355186194533321;0,172516777003716;-1,1550679930806;10741,8651530905
"Alpha2[2, 2]";1,00000009355596;1,10376837553732;0,0118956705707355;-0,953350313656744;-0,926775603820421;1,44115036407657;-0,410663402733478;4041,95150861105
"Alpha2[3, 1]";0,999948404155541;0,314862986179312;-0,198014905176501;-1,65687662253084;-1,73105191297202;0,709050596944017;0,0460668220250058;26997,9175321126
"Alpha2[3, 2]";1,00009765236522;0,403259601464454;0,204210404350198;0,488404292379609;-0,398646814445955;-1,73782926871748;-0,462965493613972;30422,0286810268
"Alpha2[4, 1]";1,00002676478873;-1,94381925979126;0,294675999586729;-0,00507400629717855;0,0066669880090221;-0,522497289553672;0,0885538419680601;30080,2647812642
"Alpha2[4, 2]";1,00001080220953;0,973097295704766;-1,04152617157016;0,945871850072836;-0,0403411936030622;0,552406957612435;0,413405304176032;30217,62492304
"Alpha2[5, 1]";0,999990771207033;1,21166915485316;1,28264913791677;-0,847567149284053;2,16243673860212;-0,477572257435536;0,526815323909648;9460,46781905374
"Alpha2[5, 2]";1,00002677169951;0,142758934593707;-0,625635360064658;-1,11108858051569;-0,289563931744681;0,912781980338142;1,88861762144084;30261,2448921015
"Alpha2[6, 1]";1,00011185778678;1,31416600453205;1,12888526363786;1,51531658934742;1,75509642424809;0,885335453843668;0,584002748714917;26484,0096125101
"Alpha2[6, 2]";1,00003150295429;-0,406124105102083;-1,90283901425207;-0,0617304934620443;-0,992288373058162;-0,465090707820516;-0,200552197902663;9799,60347249924
"Alpha2[7, 1]";1,00002643901581;-2,23599795984447;0,604453313565447;-1,65809851862962;-0,0167078347108118;-0,543642938240985;0,490678611969671;30401,4884914784
"Alpha2[7, 2]";1,00000693984999;-0,191054688098675;-0,266165721018737;-0,950180933630367;0,18871537508087;1,40635821223798;-0,560202997847822;22354,0405515468
"Alpha2[8, 1]";0,999973600217052;0,146311331728425;0,0263795828688728;0,548734781835621;-0,361531318148391;-0,42678295333634;-0,422444642242062;24382,4173694239
"Alpha2[8, 2]";0,999960614625284;-1,42051765328893;-0,620428735886964;0,316698254353557;-0,204249119488669;-1,03532881467005;-1,38444869741161;30689,4618068318
"Alpha2[9, 1]";1,0000073027365;1,04381505611341;-0,207359623226123;0,486127653662824;-2,53605397718426;-3,24595436207334;-1,17878478706853;23246,3523220938
"Alpha2[9, 2]";0,999979159357913;-0,388812948671466;0,697327141813295;0,424835378489574;-0,507458928892088;0,194236878108685;-0,377215421421295;16320,433246827
"Alpha2[10, 1]";1,00000041846592;-1,44808795587614;-0,27378125652923;0,117628783724964;0,425752227430284;-0,435686940703131;0,651526778943018;30275,0809110354
"Alpha2[10, 2]";1,00014510607892;1,70445046229985;-1,48756140206219;-0,912393376691342;-0,0596595116959558;-1,13595855329993;0,226804960214952;9793,62083704796
"Alpha2[11, 1]";1,00004968313858;-0,0699015471237655;0,117229637878416;0,647540441562602;0,131748781802275;-2,18936409222072;0,878054497033766;30297,2835175237
"Alpha2[11, 2]";1,00006228019279;1,69742024623866;0,5418102093571;0,829860475205852;-1,28123042182554;0,195961029979043;1,32166018091987;23982,2165113831
"Alpha2[12, 1]";1,00012642848414;0,448290192415139;0,0316248873924175;0,541162197797045;0,35494703317869;-0,346496019404747;1,16927108142779;19959,4839680004
"Alpha2[12, 2]";0,999975417103648;1,47543867342855;2,27048252034918;0,345704645279708;-1,15629729429362;0,212117867419084;-0,502777825569289;6934,81851198368
"Alpha2[13, 1]";1,00002635936605;-0,780445353133689;-0,383714639276465;-1,22089357429798;-1,56368241109459;-0,0811948100336718;1,64251948088682;30095,8486662274
"Alpha2[13, 2]";0,999964434254098;1,44980215901889;-1,77659586293395;-0,391707404161463;-0,529154561587659;0,595924773177294;-1,20022662211266;30113,6076757703
"Alpha2[14, 1]";0,999990991693465;-0,149900460222125;1,15049094938909;-0,804168016505704;-0,61565379894082;-0,192361381210864;-0,537603060768377;25444,3014715343
"Alpha2[14, 2]";1,00011776016098;-0,286885301093925;-0,986372783072192;-0,62598022535656;-0,0352916473425805;0,131208944404208;0,187236065826865;30640,5803406322
"Alpha2[15, 1]";0,999965528707196;1,00919581240502;-1,38189208825437;0,594389569320309;1,10998822973999;2,23380772175818;0,809548916323302;29815,999869744
"Alpha2[15, 2]";0,999997549997341;1,7851898121461;0,558768464746883;-0,325807089274101;-1,23446234557541;1,69374859511379;0,197064333854854;29422,043535054
"Alpha2[16, 1]";0,999954440365574;0,493440024712563;1,51614825713822;-0,871407916195711;-0,752480038773939;-1,40889279235945;-0,286898155222216;30211,8302428189
"Alpha2[16, 2]";0,999975657288123;1,16459220015186;-0,0602508015006673;0,905251699328094;-1,49033060054848;-0,701399678062556;-0,55147673817747;25953,3938373871
"Alpha2[17, 1]";0,999986687079024;-0,566658735850284;-0,533755038800759;0,801072253918068;1,26190940982889;-0,155898480597606;0,250576500093173;30359,0766211771
"Alpha2[17, 2]";0,999981942395347;1,29267243872774;0,547799182265173;1,46393419223914;0,234282457966837;0,500406726598983;-0,39148765702869;30059,3641028667
"Alpha2[18, 1]";1,00021327332289;0,973579120902404;1,16678467886966;-1,2425608796509;1,04183963431757;-0,650483422819285;0,337697416246616;30277,6929228925
"Alpha2[18, 2]";1,00003303922952;3,20895438992523;-0,0201447308424677;0,188509121685338;-1,27264821826114;-0,587422268094761;-0,72258441683611;30598,4089421908
"Alpha2[19, 1]";0,9999772768686;0,270344505935861;-0,306815742139472;-0,439099617512237;-0,446231794067117;-0,087650201682511;-1,22417248931792;7536,93208221107
"Alpha2[19, 2]";1,00003438495496;-0,00369760585929705;-1,08716782371282;0,446743832207923;0,722637921758568;1,60671199551316;-0,660315598178098;21146,5902021049
"Alpha2[20, 1]";1,00002745995792;0,848846066431499;1,26692206486777;-0,898189709965579;-0,0838263376706392;0,342959876724068;0,445146808422707;26299,4096867819
"Alpha2[20, 2]";0,999998495496059;0,189079998487934;0,59764170592349;-0,834748728957951;-2,02566227109511;0,316010375224742;0,69314976674204;29459,9512614779
