index;stage;cohort;sexe;age;migration;end1sum
24003;Smolt;2003;NA;Other;NA;NA
24004;Smolt;2003;NA;Other;NA;NA
24005;Smolt;2003;NA;Other;NA;NA
24006;Smolt;2003;NA;Other;NA;NA
24007;Smolt;2003;NA;Other;NA;NA
24008;Smolt;2003;NA;Other;NA;NA
24009;Smolt;2003;NA;Other;NA;NA
24010;Smolt;2003;NA;Other;NA;NA
24011;Smolt;2003;NA;Other;NA;NA
24012;Smolt;2003;NA;Other;NA;NA
24013;Smolt;2003;NA;Other;NA;NA
24014;Smolt;2003;NA;Other;NA;NA
24015;Smolt;2003;NA;Other;NA;NA
24016;Smolt;2003;NA;Other;NA;NA
24017;Smolt;2003;NA;Other;NA;NA
24018;Smolt;2003;NA;Other;NA;NA
24019;Smolt;2003;NA;Other;NA;NA
24020;Smolt;2003;NA;Other;NA;NA
24021;Smolt;2003;NA;Other;NA;NA
24022;Smolt;2003;NA;Other;NA;NA
24023;Smolt;2003;NA;Other;NA;NA
24024;Smolt;2003;NA;Other;NA;NA
24025;Smolt;2003;NA;Other;NA;NA
24026;Smolt;2003;NA;Other;NA;NA
24027;Smolt;2003;NA;Other;NA;NA
24028;Smolt;2003;NA;Other;NA;NA
24029;Smolt;2003;NA;Other;NA;NA
24030;Smolt;2003;NA;Other;NA;NA
24031;Smolt;2003;NA;Other;NA;NA
24032;Smolt;2003;NA;Other;NA;NA
24033;Smolt;2003;NA;Other;NA;NA
24034;Smolt;2003;NA;Other;NA;NA
24035;Smolt;2003;NA;Other;NA;NA
24036;Smolt;2003;NA;Other;NA;NA
24037;Smolt;2003;NA;Other;NA;NA
24038;Smolt;2003;NA;Other;NA;NA
24039;Smolt;2003;NA;Other;NA;NA
24040;Smolt;2003;NA;Other;NA;NA
24041;Smolt;2003;NA;Other;NA;NA
24042;Smolt;2003;NA;Other;NA;NA
24043;Smolt;2003;NA;Other;NA;NA
24044;Smolt;2003;NA;Other;NA;NA
24045;Smolt;2003;NA;Other;NA;NA
24046;Smolt;2003;NA;Other;NA;NA
24047;Smolt;2003;NA;Other;NA;NA
24048;Smolt;2003;NA;Other;NA;NA
24049;Smolt;2003;NA;Other;NA;NA
24050;Smolt;2003;NA;Other;NA;NA
24051;Smolt;2003;NA;Other;NA;NA
24052;Smolt;2003;NA;Other;NA;NA
24053;Smolt;2003;NA;Other;NA;NA
24054;Smolt;2003;NA;Other;NA;NA
24055;Smolt;2003;NA;Other;NA;NA
24056;Smolt;2003;NA;Other;NA;NA
24057;Smolt;2003;NA;Other;NA;NA
24058;Smolt;2003;NA;Other;NA;NA
24059;Smolt;2003;NA;Other;NA;NA
24060;Smolt;2003;NA;Other;NA;NA
24061;Smolt;2003;NA;Other;NA;NA
24062;Smolt;2003;NA;Other;NA;NA
24063;Smolt;2003;NA;Other;NA;NA
24064;Smolt;2003;NA;Other;NA;NA
24065;Smolt;2003;NA;Other;NA;NA
24066;Smolt;2003;NA;Other;NA;NA
24067;Smolt;2003;NA;Other;NA;NA
24068;Smolt;2003;NA;Other;NA;NA
24069;Smolt;2003;NA;Other;NA;NA
24070;Smolt;2003;NA;Other;NA;NA
24071;Smolt;2003;NA;Other;NA;NA
24072;Smolt;2003;NA;Other;NA;NA
24073;Smolt;2003;NA;Other;NA;NA
24074;Smolt;2003;NA;Other;NA;NA
24075;Smolt;2003;NA;Other;NA;NA
24076;Smolt;2003;NA;Other;NA;NA
24077;Smolt;2003;NA;Other;NA;NA
24078;Smolt;2003;NA;Other;NA;NA
24079;Smolt;2003;NA;Other;NA;NA
24080;Smolt;2003;NA;Other;NA;NA
24081;Smolt;2003;NA;Other;NA;NA
24082;Smolt;2003;NA;Other;NA;NA
24083;Smolt;2003;NA;Other;NA;NA
24084;Smolt;2003;NA;Other;NA;NA
24085;Smolt;2003;NA;Other;NA;NA
24086;Smolt;2003;NA;Other;NA;NA
24087;Smolt;2003;NA;Other;NA;NA
24088;Smolt;2003;NA;Other;NA;NA
24089;Smolt;2003;NA;Other;NA;NA
24090;Smolt;2003;NA;Other;NA;NA
24091;Smolt;2003;NA;Other;NA;NA
24092;Smolt;2003;NA;Other;NA;NA
24093;Smolt;2003;NA;Other;NA;NA
24094;Smolt;2003;NA;Other;NA;NA
24095;Smolt;2003;NA;Other;NA;NA
24096;Smolt;2003;NA;Other;NA;NA
24097;Smolt;2003;NA;Other;NA;NA
24098;Smolt;2003;NA;Other;NA;NA
24099;Smolt;2003;NA;Other;NA;NA
24100;Smolt;2003;NA;Other;NA;NA
24101;Smolt;2003;NA;Other;NA;NA
24102;Smolt;2003;NA;Other;NA;NA
24103;Smolt;2003;NA;Other;NA;NA
24104;Smolt;2003;NA;Other;NA;NA
24105;Smolt;2003;NA;Other;NA;NA
24106;Smolt;2003;NA;Other;NA;NA
24107;Smolt;2003;NA;Other;NA;NA
24108;Smolt;2003;NA;Other;NA;NA
24109;Smolt;2003;NA;Other;NA;NA
24110;Smolt;2003;NA;Other;NA;NA
24111;Smolt;2003;NA;Other;NA;NA
24112;Smolt;2003;NA;Other;NA;NA
24113;Smolt;2003;NA;Other;NA;NA
24114;Smolt;2003;NA;Other;NA;NA
24115;Smolt;2003;NA;Other;NA;NA
24116;Smolt;2003;NA;Other;NA;NA
24117;Smolt;2003;NA;Other;NA;NA
24118;Smolt;2003;NA;Other;NA;NA
24119;Smolt;2003;NA;Other;NA;NA
24120;Smolt;2003;NA;Other;NA;NA
24121;Smolt;2003;NA;Other;NA;NA
24122;Smolt;2003;NA;Other;NA;NA
24123;Smolt;2003;NA;Other;NA;NA
24124;Smolt;2003;NA;Other;NA;NA
24125;Smolt;2003;NA;Other;NA;NA
24126;Smolt;2003;NA;Other;NA;NA
24127;Smolt;2003;NA;Other;NA;NA
24128;Smolt;2003;NA;Other;NA;NA
24129;Smolt;2003;NA;Other;NA;NA
24130;Smolt;2003;NA;Other;NA;NA
24131;Smolt;2003;NA;Other;NA;NA
24132;Smolt;2003;NA;Other;NA;NA
24133;Smolt;2003;NA;Other;NA;NA
24134;Smolt;2003;NA;Other;NA;NA
24135;Smolt;2003;NA;Other;NA;NA
24136;Smolt;2003;NA;Other;NA;NA
24137;Smolt;2003;NA;Other;NA;NA
24138;Smolt;2003;NA;Other;NA;NA
24139;Smolt;2003;NA;Other;NA;NA
24140;Smolt;2003;NA;Other;NA;NA
24141;Smolt;2003;NA;Other;NA;NA
24142;Smolt;2003;NA;Other;NA;NA
24143;Smolt;2003;NA;Other;NA;NA
24144;Smolt;2003;NA;Other;NA;NA
24145;Smolt;2003;NA;Other;NA;NA
24146;Smolt;2003;NA;Other;NA;NA
24147;Smolt;2003;NA;Other;NA;NA
24148;Smolt;2003;NA;Other;NA;NA
24149;Smolt;2003;NA;Other;NA;NA
24150;Smolt;2003;NA;Other;NA;NA
24151;Smolt;2003;NA;Other;NA;NA
24152;Smolt;2003;NA;Other;NA;NA
24153;Smolt;2003;NA;Other;NA;NA
24154;Smolt;2003;NA;Other;NA;NA
24155;Smolt;2003;NA;Other;NA;NA
24156;Smolt;2003;NA;Other;NA;NA
24157;Smolt;2003;NA;Other;NA;NA
24158;Smolt;2003;NA;Other;NA;NA
24159;Smolt;2003;NA;Other;NA;NA
24160;Smolt;2003;NA;Other;NA;NA
24161;Smolt;2003;NA;Other;NA;NA
24162;Smolt;2003;NA;Other;NA;NA
24163;Smolt;2003;NA;Other;NA;NA
24164;Smolt;2003;NA;Other;NA;NA
24165;Smolt;2003;NA;Other;NA;NA
24166;Smolt;2003;NA;Other;NA;NA
24167;Smolt;2003;NA;Other;NA;NA
24168;Smolt;2003;NA;Other;NA;NA
24169;Smolt;2003;NA;Other;NA;NA
24170;Smolt;2003;NA;Other;NA;NA
24171;Smolt;2003;NA;Other;NA;NA
24172;Smolt;2003;NA;Other;NA;NA
24173;Smolt;2003;NA;Other;NA;NA
24174;Smolt;2003;NA;Other;NA;NA
24175;Smolt;2003;NA;Other;NA;NA
24176;Smolt;2003;NA;Other;NA;NA
24177;Smolt;2003;NA;Other;NA;NA
24178;Smolt;2003;NA;Other;NA;NA
24179;Smolt;2003;NA;Other;NA;NA
24180;Smolt;2003;NA;Other;NA;NA
24181;Smolt;2003;NA;Other;NA;NA
24182;Smolt;2003;NA;Other;NA;NA
24183;Smolt;2003;NA;Other;NA;NA
24184;Smolt;2003;NA;Other;NA;NA
24185;Smolt;2003;NA;Other;NA;NA
24186;Smolt;2003;NA;Other;NA;NA
24187;Smolt;2003;NA;Other;NA;NA
24188;Smolt;2003;NA;Other;NA;NA
24189;Smolt;2003;NA;Other;NA;NA
24190;Smolt;2003;NA;Other;NA;NA
24191;Smolt;2003;NA;Other;NA;NA
24192;Smolt;2003;NA;Other;NA;NA
24193;Smolt;2003;NA;Other;NA;NA
24194;Smolt;2003;NA;Other;NA;NA
24195;Smolt;2003;NA;Other;NA;NA
24196;Smolt;2003;NA;Other;NA;NA
24197;Smolt;2003;NA;Other;NA;NA
24198;Smolt;2003;NA;Other;NA;NA
24199;Adult;2001;NA;2SW;NA;NA
24200;Smolt;2003;NA;Other;NA;NA
24201;Smolt;2003;NA;Other;NA;NA
24202;Smolt;2003;NA;Other;NA;NA
24203;Smolt;2003;NA;Other;NA;NA
24204;Smolt;2003;NA;Other;NA;NA
24205;Smolt;2003;NA;Other;NA;NA
24206;Smolt;2003;NA;Other;NA;NA
24207;Smolt;2003;NA;Other;NA;NA
24208;Smolt;2003;NA;Other;NA;NA
24209;Smolt;2003;NA;Other;NA;NA
24210;Smolt;2003;NA;Other;NA;NA
24211;Smolt;2003;NA;Other;NA;NA
24212;Smolt;2003;NA;Other;NA;NA
24213;Smolt;2003;NA;Other;NA;NA
24214;Smolt;2003;NA;Other;NA;NA
24215;Smolt;2003;NA;Other;NA;NA
24216;Smolt;2003;NA;Other;NA;NA
24217;Smolt;2003;NA;Other;NA;NA
24218;Smolt;2003;NA;Other;NA;NA
24219;Smolt;2003;NA;Other;NA;NA
24220;Smolt;2003;NA;Other;NA;NA
24221;Smolt;2003;NA;Other;NA;NA
24222;Smolt;2003;NA;Other;NA;NA
24223;Smolt;2003;NA;Other;NA;NA
24224;Smolt;2003;NA;Other;NA;NA
24225;Smolt;2003;NA;Other;NA;NA
24226;Smolt;2003;NA;Other;NA;NA
24227;Smolt;2003;NA;Other;NA;NA
24228;Smolt;2003;NA;Other;NA;NA
24229;Smolt;2003;NA;Other;NA;NA
24230;Smolt;2003;NA;Other;NA;NA
24231;Smolt;2003;NA;Other;NA;NA
24232;Smolt;2003;NA;Other;NA;NA
24233;Smolt;2003;NA;Other;NA;NA
24234;Smolt;2003;NA;Other;NA;NA
24235;Smolt;2003;NA;Other;NA;NA
24236;Smolt;2003;NA;Other;NA;NA
24237;Smolt;2003;NA;Other;NA;NA
24238;Smolt;2003;NA;Other;NA;NA
24239;Smolt;2003;NA;Other;NA;NA
24240;Smolt;2003;NA;Other;NA;NA
24241;Smolt;2003;NA;Other;NA;NA
24242;Smolt;2003;NA;Other;NA;NA
24243;Smolt;2003;NA;Other;NA;NA
24244;Smolt;2003;NA;Other;NA;NA
24245;Smolt;2003;NA;Other;NA;NA
24246;Smolt;2003;NA;Other;NA;NA
24247;Smolt;2003;NA;Other;NA;NA
24248;Smolt;2003;NA;Other;NA;NA
24249;Smolt;2003;NA;Other;NA;NA
24250;Smolt;2003;NA;Other;NA;NA
24251;Smolt;2003;NA;Other;NA;NA
24252;Smolt;2003;NA;Other;NA;NA
24253;Smolt;2003;NA;Other;NA;NA
24254;Smolt;2003;NA;Other;NA;NA
24255;Smolt;2003;NA;Other;NA;NA
24256;Smolt;2003;NA;Other;NA;NA
24257;Smolt;2003;NA;Other;NA;NA
24258;Smolt;2003;NA;Other;NA;NA
24259;Smolt;2003;NA;Other;NA;NA
24260;Smolt;2003;NA;Other;NA;NA
24261;Smolt;2003;NA;Other;NA;NA
24262;Smolt;2003;NA;Other;NA;NA
24263;Smolt;2003;NA;Other;NA;NA
24264;Smolt;2003;NA;Other;NA;NA
24265;Smolt;2003;NA;Other;NA;NA
24266;Smolt;2003;NA;Other;NA;NA
24267;Smolt;2003;NA;Other;NA;NA
24268;Smolt;2003;NA;Other;NA;NA
24269;Smolt;2003;NA;Other;NA;NA
24270;Smolt;2003;NA;Other;NA;NA
24271;Smolt;2003;NA;Other;NA;NA
24272;Smolt;2003;NA;Other;NA;NA
24273;Smolt;2003;NA;Other;NA;NA
24274;Smolt;2003;NA;Other;NA;NA
24275;Smolt;2003;NA;Other;NA;NA
24276;Smolt;2003;NA;Other;NA;NA
24277;Smolt;2003;NA;Other;NA;NA
24278;Smolt;2003;NA;Other;NA;NA
24279;Smolt;2003;NA;Other;NA;NA
24280;Smolt;2003;NA;Other;NA;NA
24281;Smolt;2003;NA;Other;NA;NA
24282;Smolt;2003;NA;Other;NA;NA
24283;Smolt;2003;NA;Other;NA;NA
24284;Smolt;2003;NA;Other;NA;NA
24285;Smolt;2003;NA;Other;NA;NA
24286;Smolt;2003;NA;Other;NA;NA
24287;Smolt;2003;NA;Other;NA;NA
24288;Smolt;2003;NA;Other;NA;NA
24289;Smolt;2003;NA;Other;NA;NA
24290;Smolt;2003;NA;Other;NA;NA
24291;Smolt;2003;NA;Other;NA;NA
24292;Smolt;2003;NA;Other;NA;NA
24293;Smolt;2003;NA;Other;NA;NA
24294;Smolt;2003;NA;Other;NA;NA
24295;Smolt;2003;NA;Other;NA;NA
24296;Smolt;2003;NA;Other;NA;NA
24297;Smolt;2003;NA;Other;NA;NA
24298;Smolt;2003;NA;Other;NA;NA
24299;Smolt;2003;NA;Other;NA;NA
24300;Smolt;2003;NA;Other;NA;NA
24301;Smolt;2003;NA;Other;NA;NA
24302;Smolt;2003;NA;Other;NA;NA
24303;Smolt;2003;NA;Other;NA;NA
24304;Smolt;2003;NA;Other;NA;NA
24305;Smolt;2003;NA;Other;NA;NA
24306;Smolt;2003;NA;Other;NA;NA
24307;Smolt;2003;NA;Other;NA;NA
24308;Smolt;2003;NA;Other;NA;NA
24309;Smolt;2003;NA;Other;NA;NA
24310;Smolt;2003;NA;Other;NA;NA
24311;Smolt;2003;NA;Other;NA;NA
24312;Smolt;2003;NA;Other;NA;NA
24313;Smolt;2003;NA;Other;NA;NA
24314;Smolt;2003;NA;Other;NA;NA
24315;Smolt;2003;NA;Other;NA;NA
24316;Smolt;2003;NA;Other;NA;NA
24317;Smolt;2003;NA;Other;NA;NA
24318;Smolt;2003;NA;Other;NA;NA
24319;Smolt;2003;NA;Other;NA;NA
24320;Smolt;2003;NA;Other;NA;NA
24321;Smolt;2003;NA;Other;NA;NA
24322;Smolt;2003;NA;Other;NA;NA
24323;Smolt;2003;NA;Other;NA;NA
24324;Smolt;2003;NA;Other;NA;NA
24325;Smolt;2003;NA;Other;NA;NA
24326;Smolt;2003;NA;Other;NA;NA
24327;Smolt;2003;NA;Other;NA;NA
24328;Smolt;2003;NA;Other;NA;NA
24329;Smolt;2003;NA;Other;NA;NA
24330;Smolt;2003;NA;Other;NA;NA
24331;Smolt;2003;NA;Other;NA;NA
24332;Smolt;2003;NA;Other;NA;NA
24333;Smolt;2003;NA;Other;NA;NA
24334;Smolt;2003;NA;Other;NA;NA
24335;Smolt;2003;NA;Other;NA;NA
24336;Smolt;2003;NA;Other;NA;NA
24337;Smolt;2003;NA;Other;NA;NA
24338;Smolt;2003;NA;Other;NA;NA
24339;Smolt;2003;NA;Other;NA;NA
24340;Smolt;2003;NA;Other;NA;NA
24341;Smolt;2003;NA;Other;NA;NA
24342;Smolt;2003;NA;Other;NA;NA
24343;Smolt;2003;NA;Other;NA;NA
24344;Smolt;2003;NA;Other;NA;NA
24345;Smolt;2003;NA;Other;NA;NA
24346;Smolt;2003;NA;Other;NA;NA
24347;Smolt;2003;NA;Other;NA;NA
24348;Smolt;2003;NA;Other;NA;NA
24349;Smolt;2003;NA;Other;NA;NA
24350;Smolt;2003;NA;Other;NA;NA
24351;Smolt;2003;NA;Other;NA;NA
24352;Smolt;2003;NA;Other;NA;NA
24353;Smolt;2003;NA;Other;NA;NA
24354;Smolt;2003;NA;Other;NA;NA
24355;Smolt;2003;NA;Other;NA;NA
24356;Smolt;2003;NA;Other;NA;NA
24357;Smolt;2003;NA;Other;NA;NA
24358;Smolt;2003;NA;Other;NA;NA
24359;Smolt;2003;NA;Other;NA;NA
24360;Smolt;2003;NA;Other;NA;NA
24361;Smolt;2003;NA;Other;NA;NA
24362;Smolt;2003;NA;Other;NA;NA
24363;Smolt;2003;NA;Other;NA;NA
24364;Smolt;2003;NA;Other;NA;NA
24365;Smolt;2003;NA;Other;NA;NA
24366;Smolt;2003;NA;Other;NA;NA
24367;Smolt;2003;NA;Other;NA;NA
24368;Smolt;2003;NA;Other;NA;NA
24369;Smolt;2003;NA;Other;NA;NA
24370;Smolt;2003;NA;Other;NA;NA
24371;Smolt;2003;NA;Other;NA;NA
24372;Smolt;2003;NA;Other;NA;NA
24373;Smolt;2003;NA;Other;NA;NA
24374;Smolt;2003;NA;Other;NA;NA
24375;Smolt;2003;NA;Other;NA;NA
24376;Smolt;2003;NA;Other;NA;NA
24377;Smolt;2003;NA;Other;NA;NA
24378;Smolt;2003;NA;Other;NA;NA
24379;Smolt;2003;NA;Other;NA;NA
24380;Smolt;2003;NA;Other;NA;NA
24381;Smolt;2003;NA;Other;NA;NA
24382;Smolt;2003;NA;Other;NA;NA
24383;Smolt;2003;NA;Other;NA;NA
24384;Smolt;2003;NA;Other;NA;NA
24385;Smolt;2003;NA;Other;NA;NA
24386;Smolt;2003;NA;Other;NA;NA
24387;Smolt;2003;NA;Other;NA;NA
24388;Smolt;2003;NA;Other;NA;NA
24389;Smolt;2003;NA;Other;NA;NA
24390;Smolt;2003;NA;Other;NA;NA
24391;Smolt;2003;NA;Other;NA;NA
24392;Smolt;2003;NA;Other;NA;NA
24393;Smolt;2003;NA;Other;NA;NA
24394;Smolt;2003;NA;Other;NA;NA
24395;Smolt;2003;NA;Other;NA;NA
24396;Smolt;2003;NA;Other;NA;NA
24397;Smolt;2003;NA;Other;NA;NA
24398;Smolt;2003;NA;Other;NA;NA
24399;Smolt;2003;NA;Other;NA;NA
24400;Smolt;2003;NA;Other;NA;NA
24401;Smolt;2003;NA;Other;NA;NA
24402;Smolt;2003;NA;Other;NA;NA
24403;Smolt;2003;NA;Other;NA;NA
24404;Smolt;2003;NA;Other;NA;NA
24405;Smolt;2003;NA;Other;NA;NA
24406;Smolt;2003;NA;Other;NA;NA
24407;Smolt;2003;NA;Other;NA;NA
24408;Smolt;2003;NA;Other;NA;NA
24409;Smolt;2003;NA;Other;NA;NA
24410;Smolt;2003;NA;Other;NA;NA
24411;Smolt;2003;NA;Other;NA;NA
24412;Smolt;2003;NA;Other;NA;NA
24413;Smolt;2003;NA;Other;NA;NA
24414;Smolt;2003;NA;Other;NA;NA
24415;Smolt;2003;NA;Other;NA;NA
24416;Smolt;2003;NA;Other;NA;NA
24417;Smolt;2003;NA;Other;NA;NA
24418;Smolt;2003;NA;Other;NA;NA
24419;Smolt;2003;NA;Other;NA;NA
24420;Smolt;2003;NA;Other;NA;NA
24421;Smolt;2003;NA;Other;NA;NA
24422;Smolt;2003;NA;Other;NA;NA
24423;Smolt;2003;NA;Other;NA;NA
24424;Smolt;2003;NA;Other;NA;NA
24425;Smolt;2003;NA;Other;NA;NA
24426;Smolt;2003;NA;Other;NA;NA
24427;Smolt;2003;NA;Other;NA;NA
24428;Smolt;2003;NA;Other;NA;NA
24429;Smolt;2003;NA;Other;NA;NA
24430;Smolt;2003;NA;Other;NA;NA
24431;Smolt;2003;NA;Other;NA;NA
24432;Smolt;2003;NA;Other;NA;NA
24433;Smolt;2003;NA;Other;NA;NA
24434;Smolt;2003;NA;Other;NA;NA
24435;Smolt;2003;NA;Other;NA;NA
24436;Smolt;2003;NA;Other;NA;NA
24437;Smolt;2003;NA;Other;NA;NA
24438;Smolt;2003;NA;Other;NA;NA
24439;Smolt;2003;NA;Other;NA;NA
24440;Smolt;2003;NA;Other;NA;NA
24441;Smolt;2003;NA;Other;NA;NA
24442;Smolt;2003;NA;Other;NA;NA
24443;Smolt;2003;NA;Other;NA;NA
24444;Smolt;2003;NA;Other;NA;NA
24445;Smolt;2003;NA;Other;NA;NA
24446;Smolt;2003;NA;Other;NA;NA
24447;Smolt;2003;NA;Other;NA;NA
24448;Smolt;2003;NA;Other;NA;NA
24449;Smolt;2003;NA;Other;NA;NA
24450;Smolt;2003;NA;Other;NA;NA
24451;Smolt;2003;NA;Other;NA;NA
24452;Smolt;2003;NA;Other;NA;NA
24453;Smolt;2003;NA;Other;NA;NA
24454;Smolt;2003;NA;Other;NA;NA
24455;Smolt;2003;NA;Other;NA;NA
24456;Smolt;2003;NA;Other;NA;NA
24457;Smolt;2003;NA;Other;NA;NA
24458;Smolt;2003;NA;Other;NA;NA
24459;Smolt;2003;NA;Other;NA;NA
24460;Smolt;2003;NA;Other;NA;NA
24461;Smolt;2003;NA;Other;NA;NA
24462;Smolt;2003;NA;Other;NA;NA
24463;Smolt;2003;NA;Other;NA;NA
24464;Smolt;2003;NA;Other;NA;NA
24465;Smolt;2003;NA;Other;NA;NA
24466;Smolt;2003;NA;Other;NA;NA
24467;Smolt;2003;NA;Other;NA;NA
24468;Smolt;2003;NA;Other;NA;NA
24469;Smolt;2003;NA;Other;NA;NA
24470;Smolt;2003;NA;Other;NA;NA
24471;Smolt;2003;NA;Other;NA;NA
24472;Smolt;2003;NA;Other;NA;NA
24473;Smolt;2003;NA;Other;NA;NA
24474;Smolt;2003;NA;Other;NA;NA
24475;Smolt;2003;NA;Other;NA;NA
24476;Smolt;2003;NA;Other;NA;NA
24477;Smolt;2003;NA;Other;NA;NA
24478;Smolt;2003;NA;Other;NA;NA
24479;Smolt;2003;NA;Other;NA;NA
24480;Smolt;2003;NA;Other;NA;NA
24481;Smolt;2003;NA;Other;NA;NA
24482;Smolt;2003;NA;Other;NA;NA
24483;Smolt;2003;NA;Other;NA;NA
24484;Smolt;2003;NA;Other;NA;NA
24485;Smolt;2003;NA;Other;NA;NA
24486;Smolt;2003;NA;Other;NA;NA
24487;Smolt;2003;NA;Other;NA;NA
24488;Smolt;2003;NA;Other;NA;NA
24489;Smolt;2003;NA;Other;NA;NA
24490;Smolt;2003;NA;Other;NA;NA
24491;Smolt;2003;NA;Other;NA;NA
24492;Smolt;2003;NA;Other;NA;NA
24493;Smolt;2003;NA;Other;NA;NA
24494;Smolt;2003;NA;Other;NA;NA
24495;Smolt;2003;NA;Other;NA;NA
24496;Smolt;2003;NA;Other;NA;NA
24497;Smolt;2003;NA;Other;NA;NA
24498;Smolt;2003;NA;Other;NA;NA
24499;Smolt;2003;NA;Other;NA;NA
24500;Smolt;2003;NA;Other;NA;NA
24501;Smolt;2003;NA;Other;NA;NA
24502;Smolt;2003;NA;Other;NA;NA
24503;Smolt;2003;NA;Other;NA;NA
24504;Smolt;2003;NA;Other;NA;NA
24505;Smolt;2003;NA;Other;NA;NA
24506;Smolt;2003;NA;Other;NA;NA
24507;Smolt;2003;NA;Other;NA;NA
24508;Smolt;2003;NA;Other;NA;NA
24509;Smolt;2003;NA;Other;NA;NA
24510;Smolt;2003;NA;Other;NA;NA
24511;Smolt;2003;NA;Other;NA;NA
24512;Smolt;2003;NA;Other;NA;NA
24513;Smolt;2003;NA;Other;NA;NA
24514;Smolt;2003;NA;Other;NA;NA
24515;Smolt;2003;NA;Other;NA;NA
24516;Smolt;2003;NA;Other;NA;NA
24517;Smolt;2003;NA;Other;NA;NA
24518;Smolt;2003;NA;Other;NA;NA
24519;Smolt;2003;NA;Other;NA;NA
24520;Smolt;2003;NA;Other;NA;NA
24521;Smolt;2003;NA;Other;NA;NA
24522;Smolt;2003;NA;Other;NA;NA
24523;Smolt;2003;NA;Other;NA;NA
24524;Smolt;2003;NA;Other;NA;NA
24525;Smolt;2003;NA;Other;NA;NA
24526;Smolt;2003;NA;Other;NA;NA
24527;Smolt;2003;NA;Other;NA;NA
24528;Smolt;2003;NA;Other;NA;NA
24529;Smolt;2003;NA;Other;NA;NA
24530;Smolt;2003;NA;Other;NA;NA
24531;Smolt;2003;NA;Other;NA;NA
24532;Smolt;2003;NA;Other;NA;NA
24533;Smolt;2003;NA;Other;NA;NA
24534;Smolt;2003;NA;Other;NA;NA
24535;Smolt;2003;NA;Other;NA;NA
24536;Smolt;2003;NA;Other;NA;NA
24537;Smolt;2003;NA;Other;NA;NA
24538;Smolt;2003;NA;Other;NA;NA
24539;Smolt;2003;NA;Other;NA;NA
24540;Smolt;2003;NA;Other;NA;NA
24541;Adult;2001;F;2SW;1,783629866;3,291777632
24542;Smolt;2003;NA;Other;NA;NA
24543;Smolt;2003;NA;Other;NA;NA
24544;Smolt;2003;NA;Other;NA;NA
24545;Smolt;2003;NA;Other;NA;NA
24546;Smolt;2003;NA;Other;NA;NA
24547;Smolt;2003;NA;Other;NA;NA
24548;Smolt;2003;NA;Other;NA;NA
24549;Smolt;2003;NA;Other;NA;NA
24550;Smolt;2003;NA;Other;NA;NA
24551;Smolt;2003;NA;Other;NA;NA
24552;Smolt;2003;NA;Other;NA;NA
24553;Smolt;2003;NA;Other;NA;NA
24554;Smolt;2003;NA;Other;NA;NA
24555;Smolt;2003;NA;Other;NA;NA
24556;Smolt;2003;NA;Other;NA;NA
24557;Smolt;2003;NA;Other;NA;NA
24558;Smolt;2003;NA;Other;NA;NA
24559;Smolt;2003;NA;Other;NA;NA
24560;Smolt;2003;NA;Other;NA;NA
24561;Smolt;2003;NA;Other;NA;NA
24562;Smolt;2003;NA;Other;NA;NA
24563;Smolt;2003;NA;Other;NA;NA
24564;Smolt;2003;NA;Other;NA;NA
24565;Smolt;2003;NA;Other;NA;NA
24566;Smolt;2003;NA;Other;NA;NA
24567;Smolt;2003;NA;Other;NA;NA
24568;Smolt;2003;NA;Other;NA;NA
24569;Smolt;2003;NA;Other;NA;NA
24570;Smolt;2003;NA;Other;NA;NA
24571;Smolt;2003;NA;Other;NA;NA
24572;Smolt;2003;NA;Other;NA;NA
24573;Smolt;2003;NA;Other;NA;NA
24574;Smolt;2003;NA;Other;NA;NA
24575;Smolt;2003;NA;Other;NA;NA
24576;Smolt;2003;NA;Other;NA;NA
24577;Smolt;2003;NA;Other;NA;NA
24578;Smolt;2003;NA;Other;NA;NA
24579;Smolt;2003;NA;Other;NA;NA
24580;Smolt;2003;NA;Other;NA;NA
24581;Smolt;2003;NA;Other;NA;NA
24582;Smolt;2003;NA;1FW;NA;NA
24583;Smolt;2003;NA;Other;NA;NA
24584;Smolt;2003;NA;Other;NA;NA
24585;Smolt;2003;NA;Other;NA;NA
24586;Smolt;2003;NA;Other;NA;NA
24587;Smolt;2003;NA;Other;NA;NA
24588;Smolt;2003;NA;Other;NA;NA
24589;Smolt;2003;NA;Other;NA;NA
24590;Smolt;2003;NA;Other;NA;NA
24591;Smolt;2003;NA;Other;NA;NA
24592;Smolt;2003;NA;Other;NA;NA
24593;Smolt;2003;NA;Other;NA;NA
24594;Smolt;2003;NA;Other;NA;NA
24595;Smolt;2003;NA;Other;NA;NA
24596;Smolt;2003;NA;Other;NA;NA
24597;Smolt;2003;NA;Other;NA;NA
24598;Smolt;2003;NA;Other;NA;NA
24599;Smolt;2003;NA;Other;NA;NA
24600;Smolt;2003;NA;Other;NA;NA
24601;Smolt;2003;NA;Other;NA;NA
24602;Smolt;2003;NA;Other;NA;NA
24603;Smolt;2003;NA;Other;NA;NA
24604;Smolt;2003;NA;Other;NA;NA
24605;Smolt;2003;NA;Other;NA;NA
24606;Smolt;2003;NA;Other;NA;NA
24607;Smolt;2003;NA;Other;NA;NA
24608;Smolt;2003;NA;Other;NA;NA
24609;Smolt;2003;NA;Other;NA;NA
