index;stage;cohort;sexe;age;migration;end1sum
39808;Smolt;2006;NA;Other;NA;NA
39809;Smolt;2006;NA;Other;NA;NA
39810;Smolt;2006;NA;Other;NA;NA
39811;Smolt;2006;NA;Other;NA;NA
39812;Smolt;2006;NA;Other;NA;NA
39813;Smolt;2006;NA;Other;NA;NA
39814;Smolt;2006;NA;Other;NA;NA
39815;Smolt;2006;NA;Other;NA;NA
39816;Smolt;2006;NA;Other;NA;NA
39817;Smolt;2006;NA;Other;NA;NA
39818;Smolt;2006;NA;Other;NA;NA
39819;Smolt;2006;NA;Other;NA;NA
39820;Smolt;2006;NA;Other;NA;NA
39821;Smolt;2006;NA;Other;NA;NA
39822;Smolt;2006;NA;Other;NA;NA
39823;Smolt;2006;NA;Other;NA;NA
39824;Smolt;2006;NA;Other;NA;NA
39825;Smolt;2006;NA;Other;NA;NA
39826;Smolt;2006;NA;Other;NA;NA
39827;Smolt;2006;NA;Other;NA;NA
39828;Smolt;2006;NA;Other;NA;NA
39829;Smolt;2006;NA;Other;NA;NA
39830;Smolt;2006;NA;Other;NA;NA
39831;Smolt;2006;NA;Other;NA;NA
39832;Smolt;2006;NA;Other;NA;NA
39833;Smolt;2006;NA;Other;NA;NA
39834;Smolt;2006;NA;Other;NA;NA
39835;Smolt;2006;NA;Other;NA;NA
39836;Smolt;2006;NA;Other;NA;NA
39837;Smolt;2006;NA;Other;NA;NA
39838;Smolt;2006;NA;Other;NA;NA
39839;Smolt;2006;NA;Other;NA;NA
39840;Smolt;2006;NA;Other;NA;NA
39841;Smolt;2006;NA;Other;NA;NA
39842;Smolt;2006;NA;Other;NA;NA
39843;Smolt;2006;NA;Other;NA;NA
39844;Smolt;2006;NA;Other;NA;NA
39845;Smolt;2006;NA;Other;NA;NA
39846;Smolt;2006;NA;2FW;NA;NA
39847;Smolt;2006;NA;1FW;NA;NA
39848;Smolt;2006;NA;1FW;NA;NA
39849;Smolt;2006;NA;2FW;NA;NA
39850;Smolt;2006;NA;1FW;NA;NA
39851;Smolt;2006;NA;1FW;NA;NA
39852;Smolt;2006;NA;2FW;NA;NA
39853;Smolt;2006;F;1FW;1,000824555;NA
39854;Smolt;2006;NA;1FW;NA;NA
39855;Smolt;2006;NA;2FW;NA;NA
39856;Smolt;2006;NA;1FW;NA;NA
39857;Smolt;2006;NA;2FW;NA;NA
39858;Smolt;2006;NA;1FW;NA;NA
39859;Smolt;2006;NA;1FW;NA;NA
39860;Smolt;2006;NA;1FW;NA;NA
39861;Smolt;2006;NA;2FW;NA;NA
39862;Smolt;2006;NA;1FW;NA;NA
39863;Smolt;2006;NA;2FW;NA;NA
39864;Smolt;2006;NA;1FW;NA;NA
39865;Smolt;2006;NA;1FW;NA;NA
39866;Smolt;2006;NA;Other;NA;NA
39867;Smolt;2006;NA;1FW;NA;NA
39868;Smolt;2006;NA;Other;NA;NA
39869;Smolt;2006;NA;Other;NA;NA
39870;Smolt;2006;F;1FW;1,065282893;NA
39871;Smolt;2006;NA;Other;NA;NA
39872;Smolt;2006;NA;1FW;NA;NA
39873;Smolt;2006;NA;2FW;NA;NA
39874;Smolt;2006;NA;Other;NA;NA
39875;Smolt;2006;NA;Other;NA;NA
39876;Smolt;2006;NA;1FW;NA;NA
39877;Smolt;2006;NA;Other;NA;NA
39878;Smolt;2006;NA;Other;NA;NA
39879;Smolt;2006;NA;Other;NA;NA
39880;Smolt;2006;NA;Other;NA;NA
39881;Smolt;2006;NA;Other;NA;NA
39882;Smolt;2006;NA;Other;NA;NA
39883;Smolt;2006;NA;1FW;NA;NA
39884;Smolt;2006;NA;Other;NA;NA
39885;Smolt;2006;NA;Other;NA;NA
39886;Smolt;2006;NA;Other;NA;NA
39887;Smolt;2006;NA;Other;NA;NA
39888;Smolt;2006;NA;Other;NA;NA
39889;Smolt;2006;NA;Other;NA;NA
39890;Smolt;2006;NA;Other;NA;NA
39891;Smolt;2006;NA;Other;NA;NA
39892;Smolt;2006;NA;Other;NA;NA
39893;Smolt;2006;NA;Other;NA;NA
39894;Smolt;2006;NA;2FW;NA;NA
39895;Smolt;2006;NA;1FW;NA;NA
39896;Smolt;2006;NA;1FW;NA;NA
39897;Smolt;2006;NA;2FW;NA;NA
39898;Smolt;2006;NA;Other;NA;NA
39899;Smolt;2006;NA;1FW;NA;NA
39900;Smolt;2006;NA;Other;NA;NA
39901;Smolt;2006;NA;Other;NA;NA
39902;Smolt;2006;NA;2FW;NA;NA
39903;Smolt;2006;NA;Other;NA;NA
39904;Smolt;2006;NA;Other;NA;NA
39905;Smolt;2006;NA;Other;NA;NA
39906;Smolt;2006;NA;Other;NA;NA
39907;Smolt;2006;NA;1FW;NA;NA
39908;Smolt;2006;NA;1FW;NA;NA
39909;Smolt;2006;NA;Other;NA;NA
39910;Smolt;2006;NA;1FW;NA;NA
39911;Smolt;2006;NA;2FW;NA;NA
39912;Smolt;2006;NA;Other;NA;NA
39913;Smolt;2006;NA;Other;NA;NA
39914;Smolt;2006;NA;Other;NA;NA
39915;Smolt;2006;NA;Other;NA;NA
39916;Smolt;2006;NA;Other;NA;NA
39917;Smolt;2006;NA;Other;NA;NA
39918;Smolt;2006;NA;Other;NA;NA
39919;Smolt;2006;M;2FW;1,153769554;NA
39920;Smolt;2006;NA;Other;NA;NA
39921;Smolt;2006;NA;1FW;NA;NA
39922;Smolt;2006;M;1FW;0,749875965;NA
39923;Smolt;2006;NA;Other;NA;NA
39924;Smolt;2006;NA;Other;NA;NA
39925;Smolt;2006;NA;Other;NA;NA
39926;Smolt;2006;NA;Other;NA;NA
39927;Smolt;2006;NA;Other;NA;NA
39928;Smolt;2006;NA;Other;NA;NA
39929;Smolt;2006;NA;Other;NA;NA
39930;Smolt;2006;NA;Other;NA;NA
39931;Smolt;2006;NA;1FW;NA;NA
39932;Smolt;2006;NA;Other;NA;NA
39933;Smolt;2006;NA;1FW;NA;NA
39934;Smolt;2006;NA;Other;NA;NA
39935;Smolt;2006;NA;1FW;NA;NA
39936;Smolt;2006;NA;2FW;NA;NA
39937;Smolt;2006;NA;Other;NA;NA
39938;Smolt;2006;NA;Other;NA;NA
39939;Smolt;2006;NA;Other;NA;NA
39940;Smolt;2006;NA;Other;NA;NA
39941;Smolt;2006;NA;Other;NA;NA
39942;Smolt;2006;NA;Other;NA;NA
39943;Smolt;2006;NA;Other;NA;NA
39944;Smolt;2006;NA;Other;NA;NA
39945;Smolt;2006;NA;Other;NA;NA
39946;Smolt;2006;NA;Other;NA;NA
39947;Smolt;2006;NA;Other;NA;NA
39948;Smolt;2006;NA;Other;NA;NA
39949;Smolt;2006;NA;Other;NA;NA
39950;Smolt;2006;NA;Other;NA;NA
39951;Smolt;2006;NA;Other;NA;NA
39952;Smolt;2006;NA;Other;NA;NA
39953;Smolt;2006;NA;Other;NA;NA
39954;Smolt;2006;NA;Other;NA;NA
39955;Smolt;2006;NA;Other;NA;NA
39956;Smolt;2006;NA;Other;NA;NA
39957;Smolt;2006;NA;Other;NA;NA
39958;Smolt;2006;NA;Other;NA;NA
39959;Smolt;2006;NA;Other;NA;NA
39960;Smolt;2006;NA;Other;NA;NA
39961;Smolt;2006;NA;Other;NA;NA
39962;Smolt;2006;NA;Other;NA;NA
39963;Smolt;2006;NA;Other;NA;NA
39964;Smolt;2006;NA;Other;NA;NA
39965;Smolt;2006;NA;Other;NA;NA
39966;Smolt;2006;NA;Other;NA;NA
39967;Smolt;2006;NA;Other;NA;NA
39968;Smolt;2006;NA;Other;NA;NA
39969;Smolt;2006;NA;Other;NA;NA
39970;Smolt;2006;NA;Other;NA;NA
39971;Smolt;2006;NA;Other;NA;NA
39972;Smolt;2006;NA;Other;NA;NA
39973;Smolt;2006;NA;Other;NA;NA
39974;Smolt;2006;NA;Other;NA;NA
39975;Smolt;2006;NA;Other;NA;NA
39976;Smolt;2006;NA;Other;NA;NA
39977;Smolt;2006;NA;2FW;NA;NA
39978;Adult;2004;F;2SW;NA;NA
39979;Smolt;2006;NA;Other;NA;NA
39980;Smolt;2006;NA;Other;NA;NA
39981;Smolt;2006;NA;Other;NA;NA
39982;Smolt;2006;NA;Other;NA;NA
39983;Smolt;2006;NA;Other;NA;NA
39984;Smolt;2006;NA;Other;NA;NA
39985;Smolt;2006;NA;Other;NA;NA
39986;Smolt;2006;NA;Other;NA;NA
39987;Smolt;2006;NA;Other;NA;NA
39988;Smolt;2006;NA;Other;NA;NA
39989;Smolt;2006;NA;Other;NA;NA
39990;Smolt;2006;NA;2FW;NA;NA
39991;Smolt;2006;NA;Other;NA;NA
39992;Smolt;2006;NA;Other;NA;NA
39993;Smolt;2006;NA;Other;NA;NA
39994;Smolt;2006;NA;Other;NA;NA
39995;Smolt;2006;NA;Other;NA;NA
39996;Smolt;2006;NA;Other;NA;NA
39997;Smolt;2006;NA;Other;NA;NA
39998;Smolt;2006;NA;Other;NA;NA
39999;Smolt;2006;NA;Other;NA;NA
40000;Smolt;2006;NA;Other;NA;NA
40001;Smolt;2006;NA;Other;NA;NA
40002;Smolt;2006;NA;Other;NA;NA
40003;Smolt;2006;NA;Other;NA;NA
40004;Smolt;2006;NA;Other;NA;NA
40005;Smolt;2006;NA;Other;NA;NA
40006;Smolt;2006;NA;Other;NA;NA
40007;Smolt;2006;NA;Other;NA;NA
40008;Smolt;2006;NA;Other;NA;NA
40009;Smolt;2006;NA;1FW;NA;NA
40010;Smolt;2006;NA;Other;NA;NA
40011;Smolt;2006;NA;Other;NA;NA
40012;Smolt;2006;NA;Other;NA;NA
40013;Smolt;2006;NA;Other;NA;NA
40014;Smolt;2006;NA;Other;NA;NA
40015;Smolt;2006;NA;2FW;NA;NA
40016;Smolt;2006;NA;Other;NA;NA
40017;Smolt;2006;NA;Other;NA;NA
40018;Smolt;2006;NA;Other;NA;NA
40019;Smolt;2006;NA;Other;NA;NA
40020;Smolt;2006;NA;Other;NA;NA
40021;Smolt;2006;NA;Other;NA;NA
40022;Smolt;2006;NA;Other;NA;NA
40023;Smolt;2006;NA;Other;NA;NA
40024;Smolt;2006;NA;Other;NA;NA
40025;Smolt;2006;NA;Other;NA;NA
40026;Smolt;2006;NA;Other;NA;NA
40027;Smolt;2006;NA;Other;NA;NA
40028;Smolt;2006;NA;Other;NA;NA
40029;Smolt;2006;NA;Other;NA;NA
40030;Smolt;2006;NA;Other;NA;NA
40031;Smolt;2006;NA;1FW;NA;NA
40032;Smolt;2006;NA;Other;NA;NA
40033;Smolt;2006;NA;Other;NA;NA
40034;Smolt;2006;NA;Other;NA;NA
40035;Smolt;2006;NA;Other;NA;NA
40036;Smolt;2006;NA;Other;NA;NA
40037;Smolt;2006;NA;Other;NA;NA
40038;Smolt;2006;NA;Other;NA;NA
40039;Smolt;2006;NA;Other;NA;NA
40040;Smolt;2006;NA;Other;NA;NA
40041;Smolt;2006;NA;Other;NA;NA
40042;Smolt;2006;NA;Other;NA;NA
40043;Smolt;2006;NA;Other;NA;NA
40044;Smolt;2006;NA;Other;NA;NA
40045;Smolt;2006;NA;Other;NA;NA
40046;Smolt;2006;NA;Other;NA;NA
40047;Smolt;2006;NA;Other;NA;NA
40048;Smolt;2006;NA;Other;NA;NA
40049;Smolt;2006;NA;Other;NA;NA
40050;Smolt;2006;NA;Other;NA;NA
40051;Smolt;2006;NA;Other;NA;NA
40052;Smolt;2006;NA;Other;NA;NA
40053;Smolt;2006;NA;Other;NA;NA
40054;Smolt;2006;NA;Other;NA;NA
40055;Smolt;2006;NA;Other;NA;NA
40056;Smolt;2006;NA;Other;NA;NA
40057;Smolt;2006;NA;Other;NA;NA
40058;Smolt;2006;NA;Other;NA;NA
40059;Smolt;2006;NA;Other;NA;NA
40060;Smolt;2006;NA;Other;NA;NA
40061;Smolt;2006;NA;Other;NA;NA
40062;Smolt;2006;NA;Other;NA;NA
40063;Smolt;2006;NA;Other;NA;NA
40064;Smolt;2006;NA;Other;NA;NA
40065;Smolt;2006;NA;Other;NA;NA
40066;Smolt;2006;NA;Other;NA;NA
40067;Smolt;2006;NA;Other;NA;NA
40068;Smolt;2006;NA;Other;NA;NA
40069;Smolt;2006;NA;Other;NA;NA
40070;Smolt;2006;NA;Other;NA;NA
40071;Smolt;2006;NA;Other;NA;NA
40072;Smolt;2006;NA;Other;NA;NA
40073;Smolt;2006;NA;Other;NA;NA
40074;Smolt;2006;NA;Other;NA;NA
40075;Smolt;2006;NA;Other;NA;NA
40076;Smolt;2006;NA;Other;NA;NA
40077;Smolt;2006;NA;Other;NA;NA
40078;Smolt;2006;NA;Other;NA;NA
40079;Smolt;2006;NA;Other;NA;NA
40080;Smolt;2006;NA;Other;NA;NA
40081;Smolt;2006;NA;Other;NA;NA
40082;Smolt;2006;NA;Other;NA;NA
40083;Smolt;2006;NA;Other;NA;NA
40084;Smolt;2006;NA;Other;NA;NA
40085;Smolt;2006;NA;Other;NA;NA
40086;Smolt;2006;NA;2FW;NA;NA
40087;Smolt;2006;NA;Other;NA;NA
40088;Smolt;2006;NA;Other;NA;NA
40089;Smolt;2006;NA;2FW;NA;NA
40090;Smolt;2006;NA;Other;NA;NA
40091;Smolt;2006;NA;Other;NA;NA
40092;Smolt;2006;NA;Other;NA;NA
40093;Smolt;2006;NA;Other;NA;NA
40094;Smolt;2006;NA;Other;NA;NA
40095;Smolt;2006;NA;Other;NA;NA
40096;Smolt;2006;NA;Other;NA;NA
40097;Smolt;2006;NA;Other;NA;NA
40098;Smolt;2006;NA;Other;NA;NA
40099;Smolt;2006;NA;Other;NA;NA
40100;Smolt;2006;NA;Other;NA;NA
40101;Smolt;2006;NA;Other;NA;NA
40102;Smolt;2006;NA;Other;NA;NA
40103;Smolt;2006;NA;Other;NA;NA
40104;Smolt;2006;NA;Other;NA;NA
40105;Smolt;2006;NA;Other;NA;NA
40106;Smolt;2006;NA;Other;NA;NA
40107;Smolt;2006;NA;Other;NA;NA
40108;Smolt;2006;NA;1FW;NA;NA
40109;Smolt;2006;NA;Other;NA;NA
40110;Smolt;2006;NA;Other;NA;NA
40111;Smolt;2006;NA;Other;NA;NA
40112;Smolt;2006;NA;Other;NA;NA
40113;Smolt;2006;NA;Other;NA;NA
40114;Smolt;2006;NA;Other;NA;NA
40115;Smolt;2006;NA;Other;NA;NA
40116;Smolt;2006;NA;Other;NA;NA
40117;Smolt;2006;NA;Other;NA;NA
40118;Smolt;2006;NA;Other;NA;NA
40119;Smolt;2006;NA;Other;NA;NA
40120;Smolt;2006;NA;Other;NA;NA
40121;Smolt;2006;NA;Other;NA;NA
40122;Smolt;2006;NA;Other;NA;NA
40123;Smolt;2006;NA;Other;NA;NA
40124;Smolt;2006;NA;Other;NA;NA
40125;Smolt;2006;NA;1FW;NA;NA
40126;Smolt;2006;NA;Other;NA;NA
40127;Smolt;2006;NA;Other;NA;NA
40128;Smolt;2006;NA;Other;NA;NA
40129;Smolt;2006;NA;Other;NA;NA
40130;Smolt;2006;NA;Other;NA;NA
40131;Smolt;2006;NA;Other;NA;NA
40132;Smolt;2006;NA;Other;NA;NA
40133;Smolt;2006;NA;Other;NA;NA
40134;Smolt;2006;NA;Other;NA;NA
40135;Smolt;2006;NA;Other;NA;NA
40136;Smolt;2006;NA;Other;NA;NA
40137;Smolt;2006;NA;Other;NA;NA
40138;Smolt;2006;NA;Other;NA;NA
40139;Smolt;2006;NA;Other;NA;NA
40140;Smolt;2006;NA;Other;NA;NA
40141;Smolt;2006;NA;Other;NA;NA
40142;Smolt;2006;NA;Other;NA;NA
40143;Adult;2004;F;2SW;0,877807369;2,698790739
40144;Smolt;2006;NA;1FW;NA;NA
40145;Smolt;2006;NA;Other;NA;NA
40146;Smolt;2006;NA;Other;NA;NA
40147;Smolt;2006;NA;Other;NA;NA
40148;Smolt;2006;NA;Other;NA;NA
40149;Smolt;2006;NA;Other;NA;NA
40150;Smolt;2006;NA;Other;NA;NA
40151;Smolt;2006;NA;Other;NA;NA
40152;Smolt;2006;NA;Other;NA;NA
40153;Smolt;2006;NA;Other;NA;NA
40154;Smolt;2006;NA;Other;NA;NA
40155;Smolt;2006;NA;Other;NA;NA
40156;Smolt;2006;NA;Other;NA;NA
40157;Smolt;2006;NA;2FW;NA;NA
40158;Smolt;2006;NA;Other;NA;NA
40159;Smolt;2006;NA;Other;NA;NA
40160;Smolt;2006;NA;Other;NA;NA
40161;Smolt;2006;NA;Other;NA;NA
40162;Smolt;2006;NA;Other;NA;NA
40163;Smolt;2006;NA;Other;NA;NA
40164;Smolt;2006;NA;Other;NA;NA
40165;Smolt;2006;NA;Other;NA;NA
40166;Smolt;2006;NA;Other;NA;NA
40167;Smolt;2006;NA;Other;NA;NA
40168;Smolt;2006;NA;Other;NA;NA
40169;Smolt;2006;NA;Other;NA;NA
40170;Smolt;2006;NA;Other;NA;NA
40171;Smolt;2006;NA;Other;NA;NA
40172;Smolt;2006;M;1FW;1,105017504;NA
40173;Smolt;2006;NA;Other;NA;NA
40174;Smolt;2006;NA;Other;NA;NA
40175;Smolt;2006;NA;Other;NA;NA
40176;Smolt;2006;NA;Other;NA;NA
40177;Smolt;2006;NA;Other;NA;NA
40178;Smolt;2006;NA;Other;NA;NA
40179;Smolt;2006;NA;Other;NA;NA
40180;Smolt;2006;NA;Other;NA;NA
40181;Smolt;2006;NA;Other;NA;NA
40182;Smolt;2006;NA;Other;NA;NA
40183;Smolt;2006;NA;Other;NA;NA
40184;Smolt;2006;NA;Other;NA;NA
40185;Smolt;2006;NA;Other;NA;NA
40186;Smolt;2006;NA;Other;NA;NA
40187;Smolt;2006;NA;Other;NA;NA
40188;Smolt;2006;NA;Other;NA;NA
40189;Smolt;2006;NA;Other;NA;NA
40190;Smolt;2006;NA;Other;NA;NA
40191;Smolt;2006;NA;1FW;NA;NA
40192;Smolt;2006;M;2FW;1,122586593;NA
40193;Smolt;2006;M;1FW;NA;NA
40194;Smolt;2006;NA;Other;NA;NA
40195;Smolt;2006;NA;Other;NA;NA
40196;Smolt;2006;NA;Other;NA;NA
40197;Smolt;2006;NA;Other;NA;NA
40198;Smolt;2006;NA;Other;NA;NA
40199;Smolt;2006;NA;Other;NA;NA
40200;Smolt;2006;NA;Other;NA;NA
40201;Smolt;2006;NA;Other;NA;NA
40202;Smolt;2006;NA;Other;NA;NA
40203;Smolt;2006;NA;Other;NA;NA
40204;Smolt;2006;NA;Other;NA;NA
40205;Smolt;2006;NA;Other;NA;NA
40206;Smolt;2006;NA;Other;NA;NA
40207;Smolt;2006;NA;Other;NA;NA
40208;Smolt;2006;NA;Other;NA;NA
40209;Smolt;2006;NA;Other;NA;NA
40210;Smolt;2006;NA;Other;NA;NA
40211;Smolt;2006;NA;Other;NA;NA
40212;Smolt;2006;NA;Other;NA;NA
40213;Smolt;2006;NA;Other;NA;NA
40214;Smolt;2006;NA;Other;NA;NA
40215;Smolt;2006;NA;Other;NA;NA
40216;Smolt;2006;NA;Other;NA;NA
40217;Smolt;2006;NA;Other;NA;NA
40218;Smolt;2006;NA;Other;NA;NA
40219;Smolt;2006;NA;Other;NA;NA
40220;Smolt;2006;NA;Other;NA;NA
40221;Smolt;2006;NA;Other;NA;NA
40222;Smolt;2006;NA;Other;NA;NA
40223;Smolt;2006;NA;Other;NA;NA
40224;Smolt;2006;NA;1FW;NA;NA
40225;Smolt;2006;NA;Other;NA;NA
40226;Smolt;2006;NA;Other;NA;NA
40227;Smolt;2006;NA;Other;NA;NA
40228;Smolt;2006;NA;Other;NA;NA
40229;Smolt;2006;NA;Other;NA;NA
40230;Smolt;2006;NA;Other;NA;NA
40231;Smolt;2006;NA;Other;NA;NA
40232;Smolt;2006;NA;Other;NA;NA
40233;Smolt;2006;NA;Other;NA;NA
40234;Smolt;2006;NA;Other;NA;NA
40235;Smolt;2006;NA;Other;NA;NA
40236;Smolt;2006;NA;Other;NA;NA
40237;Smolt;2006;NA;Other;NA;NA
40238;Smolt;2006;NA;Other;NA;NA
40239;Smolt;2006;NA;Other;NA;NA
40240;Smolt;2006;NA;Other;NA;NA
40241;Smolt;2006;NA;Other;NA;NA
40242;Smolt;2006;NA;1FW;NA;NA
40243;Smolt;2006;NA;Other;NA;NA
40244;Smolt;2006;NA;Other;NA;NA
40245;Smolt;2006;NA;Other;NA;NA
40246;Smolt;2006;NA;Other;NA;NA
40247;Smolt;2006;NA;Other;NA;NA
40248;Smolt;2006;NA;Other;NA;NA
40249;Smolt;2006;NA;Other;NA;NA
40250;Smolt;2006;NA;Other;NA;NA
40251;Smolt;2006;NA;Other;NA;NA
40252;Smolt;2006;NA;Other;NA;NA
40253;Smolt;2006;NA;Other;NA;NA
40254;Smolt;2006;NA;Other;NA;NA
40255;Smolt;2006;NA;Other;NA;NA
40256;Smolt;2006;NA;Other;NA;NA
40257;Smolt;2006;NA;Other;NA;NA
40258;Smolt;2006;NA;Other;NA;NA
40259;Smolt;2006;NA;Other;NA;NA
40260;Smolt;2006;NA;Other;NA;NA
40261;Smolt;2006;NA;Other;NA;NA
40262;Smolt;2006;NA;Other;NA;NA
40263;Smolt;2006;NA;Other;NA;NA
40264;Smolt;2006;NA;Other;NA;NA
40265;Smolt;2006;NA;Other;NA;NA
40266;Smolt;2006;NA;Other;NA;NA
40267;Smolt;2006;NA;Other;NA;NA
40268;Smolt;2006;NA;Other;NA;NA
40269;Smolt;2006;NA;Other;NA;NA
40270;Smolt;2006;NA;Other;NA;NA
40271;Smolt;2006;NA;Other;NA;NA
40272;Smolt;2006;NA;Other;NA;NA
40273;Smolt;2006;NA;Other;NA;NA
40274;Smolt;2006;NA;Other;NA;NA
40275;Smolt;2006;NA;Other;NA;NA
40276;Smolt;2006;NA;Other;NA;NA
40277;Smolt;2006;NA;Other;NA;NA
40278;Smolt;2006;NA;Other;NA;NA
40279;Smolt;2006;NA;Other;NA;NA
40280;Smolt;2006;NA;Other;NA;NA
40281;Smolt;2006;NA;Other;NA;NA
40282;Smolt;2006;NA;Other;NA;NA
40283;Smolt;2006;NA;Other;NA;NA
40284;Smolt;2006;NA;Other;NA;NA
40285;Smolt;2006;NA;Other;NA;NA
40286;Smolt;2006;NA;Other;NA;NA
40287;Smolt;2006;NA;Other;NA;NA
40288;Smolt;2006;NA;Other;NA;NA
40289;Smolt;2006;NA;Other;NA;NA
40290;Smolt;2006;NA;Other;NA;NA
40291;Smolt;2006;NA;Other;NA;NA
40292;Smolt;2006;NA;Other;NA;NA
40293;Smolt;2006;NA;Other;NA;NA
40294;Smolt;2006;NA;Other;NA;NA
40295;Smolt;2006;NA;Other;NA;NA
40296;Smolt;2006;NA;Other;NA;NA
40297;Smolt;2006;NA;Other;NA;NA
40298;Smolt;2006;NA;Other;NA;NA
40299;Smolt;2006;NA;Other;NA;NA
40300;Smolt;2006;NA;Other;NA;NA
40301;Smolt;2006;NA;Other;NA;NA
40302;Smolt;2006;NA;Other;NA;NA
40303;Smolt;2006;NA;Other;NA;NA
40304;Smolt;2006;NA;Other;NA;NA
40305;Smolt;2006;NA;Other;NA;NA
40306;Smolt;2006;NA;Other;NA;NA
40307;Smolt;2006;NA;Other;NA;NA
40308;Smolt;2006;NA;Other;NA;NA
40309;Smolt;2006;NA;Other;NA;NA
40310;Smolt;2006;NA;2FW;NA;NA
40311;Smolt;2006;NA;Other;NA;NA
40312;Smolt;2006;NA;Other;NA;NA
40313;Smolt;2006;NA;Other;NA;NA
40314;Smolt;2006;NA;Other;NA;NA
40315;Smolt;2006;NA;Other;NA;NA
40316;Smolt;2006;NA;Other;NA;NA
40317;Smolt;2006;NA;Other;NA;NA
40318;Smolt;2006;NA;Other;NA;NA
40319;Smolt;2006;NA;Other;NA;NA
40320;Smolt;2006;NA;Other;NA;NA
40321;Smolt;2006;NA;Other;NA;NA
40322;Smolt;2006;NA;Other;NA;NA
40323;Smolt;2006;NA;Other;NA;NA
40324;Smolt;2006;NA;Other;NA;NA
40325;Smolt;2006;NA;Other;NA;NA
40326;Smolt;2006;NA;Other;NA;NA
40327;Smolt;2006;NA;Other;NA;NA
40328;Smolt;2006;NA;Other;NA;NA
40329;Smolt;2006;NA;Other;NA;NA
40330;Smolt;2006;NA;Other;NA;NA
40331;Smolt;2006;NA;Other;NA;NA
40332;Smolt;2006;NA;Other;NA;NA
40333;Smolt;2006;NA;Other;NA;NA
40334;Smolt;2006;NA;Other;NA;NA
40335;Smolt;2006;NA;Other;NA;NA
40336;Smolt;2006;NA;Other;NA;NA
40337;Smolt;2006;NA;Other;NA;NA
40338;Smolt;2006;NA;Other;NA;NA
40339;Smolt;2006;NA;Other;NA;NA
40340;Smolt;2006;NA;Other;NA;NA
40341;Smolt;2006;NA;Other;NA;NA
40342;Smolt;2006;NA;Other;NA;NA
40343;Smolt;2006;NA;Other;NA;NA
40344;Smolt;2006;NA;Other;NA;NA
40345;Smolt;2006;NA;Other;NA;NA
40346;Smolt;2006;NA;Other;NA;NA
40347;Smolt;2006;NA;Other;NA;NA
40348;Smolt;2006;NA;Other;NA;NA
40349;Smolt;2006;NA;Other;NA;NA
40350;Smolt;2006;NA;Other;NA;NA
40351;Smolt;2006;NA;Other;NA;NA
40352;Smolt;2006;NA;Other;NA;NA
40353;Smolt;2006;NA;Other;NA;NA
40354;Smolt;2006;NA;Other;NA;NA
40355;Smolt;2006;NA;Other;NA;NA
40356;Smolt;2006;NA;Other;NA;NA
40357;Smolt;2006;NA;Other;NA;NA
40358;Smolt;2006;NA;Other;NA;NA
40359;Adult;2004;F;2SW;1,601531529;2,84820476
40360;Smolt;2006;NA;Other;NA;NA
40361;Smolt;2006;NA;Other;NA;NA
40362;Smolt;2006;NA;Other;NA;NA
40363;Smolt;2006;NA;Other;NA;NA
40364;Smolt;2006;NA;Other;NA;NA
40365;Smolt;2006;NA;Other;NA;NA
40366;Smolt;2006;NA;Other;NA;NA
40367;Smolt;2006;NA;Other;NA;NA
40368;Smolt;2006;NA;Other;NA;NA
40369;Smolt;2006;NA;Other;NA;NA
40370;Smolt;2006;NA;Other;NA;NA
40371;Smolt;2006;NA;Other;NA;NA
40372;Smolt;2006;NA;Other;NA;NA
40373;Smolt;2006;NA;Other;NA;NA
40374;Smolt;2006;NA;Other;NA;NA
40375;Smolt;2006;NA;Other;NA;NA
40376;Smolt;2006;NA;Other;NA;NA
40377;Smolt;2006;NA;Other;NA;NA
40378;Smolt;2006;NA;Other;NA;NA
40379;Smolt;2006;NA;Other;NA;NA
40380;Smolt;2006;NA;Other;NA;NA
40381;Smolt;2006;NA;Other;NA;NA
40382;Smolt;2006;NA;Other;NA;NA
40383;Smolt;2006;NA;Other;NA;NA
40384;Smolt;2006;NA;Other;NA;NA
40385;Smolt;2006;NA;Other;NA;NA
40386;Smolt;2006;NA;Other;NA;NA
40387;Smolt;2006;NA;Other;NA;NA
40388;Smolt;2006;NA;Other;NA;NA
40389;Smolt;2006;NA;Other;NA;NA
40390;Smolt;2006;NA;Other;NA;NA
40391;Smolt;2006;NA;Other;NA;NA
40392;Smolt;2006;NA;Other;NA;NA
40393;Smolt;2006;NA;Other;NA;NA
40394;Smolt;2006;NA;Other;NA;NA
40395;Smolt;2006;NA;Other;NA;NA
40396;Smolt;2006;NA;Other;NA;NA
40397;Smolt;2006;NA;Other;NA;NA
40398;Smolt;2006;NA;Other;NA;NA
40399;Smolt;2006;NA;Other;NA;NA
40400;Smolt;2006;NA;Other;NA;NA
40401;Smolt;2006;NA;Other;NA;NA
40402;Smolt;2006;NA;Other;NA;NA
40403;Smolt;2006;NA;Other;NA;NA
40404;Smolt;2006;NA;Other;NA;NA
40405;Smolt;2006;NA;Other;NA;NA
40406;Smolt;2006;NA;Other;NA;NA
40407;Smolt;2006;NA;Other;NA;NA
40408;Smolt;2006;NA;Other;NA;NA
40409;Smolt;2006;NA;Other;NA;NA
40410;Smolt;2006;NA;Other;NA;NA
40411;Smolt;2006;NA;Other;NA;NA
