"Parameter";"Rhat";"zchain1";"zchain2";"zchain3";"zchain4";"zchain5";"zchain6";"Effective"
"Alpha1[1]";1,00005232930836;1,20981443299376;-0,0801219367480604;0,189589778088271;-0,834564304537493;-0,729836428376068;0,367511554644501;14036,2282121522
"Alpha1[2]";0,999969461503227;-0,374163894069602;-0,429399705693594;0,921584339528402;1,40487508782;-0,87616838099575;-0,635793724814605;30320,9539640296
"Alpha1[3]";1,00009481536232;-0,988051767227957;-0,330121525007846;0,453172939731182;-0,282753269043462;2,69553581797828;-0,47395653935869;30156,5209610057
"Alpha1[4]";1,00001075733156;1,32997794489677;-0,0510665363952047;0,528745746814694;-0,316867177806654;-1,7766807098748;-0,974363180797221;30049,5063631995
"Alpha1[5]";1,00002310814054;-0,442364206896802;0,904158007595043;-0,461302175633009;0,790556431198552;0,793913339021337;0,913791536029045;30159,3027349147
"Alpha1[6]";1,00002056526122;0,43203729212226;-0,223173034122379;-0,83839275183861;0,366927264540014;-1,30250362224532;-1,38602157662605;30351,5437250903
"Alpha1[7]";1,00008372375767;1,82795049976918;0,721649046524753;0,155824386044524;-0,478035942115512;-0,00361472405218938;-0,884982512476402;11902,973272389
"Alpha1[8]";0,99999081330114;-1,2842659857299;0,133408987857331;-0,558437724682087;-0,0762818663922481;-1,40563970597368;-0,230488898239393;30374,9499573762
"Alpha1[9]";0,999978150565629;1,08403920781852;-0,307040510393518;0,595688987154596;-0,835445516204385;-0,75622471062011;-1,21421802920164;30091,8726631713
"Alpha1[10]";1,00017203766267;0,00638256205977863;-0,870098835119493;0,67020730373144;-0,333261418649389;1,4825423998858;-0,681103480010161;8534,63844563567
"Alpha1[11]";1,00005662253311;0,949645905739501;-0,158836136488194;-2,31082720478245;0,971732906737018;-0,887444942165266;0,82980174133976;30278,482472747
"Alpha1[12]";1,00015729016506;2,1026515622608;0,184695430291013;1,46795914651484;0,0988527937592094;0,00720949059074037;0,47919967050086;31009,1687212821
"Alpha1[13]";1,00008445719474;-0,13133026218145;-0,406072679820319;1,33558687248106;-0,591663106684938;0,239173402241393;-0,95453103415442;25319,5251455616
"Alpha1[14]";0,999930804791795;1,62005912345358;-0,657496608578807;0,917985791544484;1,98786445117829;-1,32627584519371;-2,55260803130685;30569,0307137058
"Alpha1[15]";0,999979958159839;-1,68920327568896;-0,628327351650203;0,66497134401061;-0,157770264359404;0,389224344104938;-0,139712300153626;11983,6923577538
"Alpha1[16]";1,00001543651121;-1,01799659547429;-1,81153737481081;0,781132149897951;-1,03592965298349;-2,39552393967533;-0,353158410241043;30263,8886480714
"Alpha1[17]";1,00009665033648;-0,184607682526744;-0,446312348443029;1,18761362887134;-0,303492729687043;0,889717277981167;0,210718714338855;30213,1573582329
"Alpha1[18]";1,00000458984131;1,41312491405202;-0,170342174219442;-0,351024697207282;-0,249572437786517;-0,151042855442346;0,513655137105637;22276,573135944
"Alpha1[19]";0,999979209689301;1,79227595143545;-0,975490418761749;1,04994689020152;-2,13502445068703;-2,34102066520861;-1,47895854560735;14180,5932619027
"Alpha1[20]";1,00000108213534;-0,616157549781071;0,278970223463138;2,27581427496416;-1,93436432476317;0,59171530211419;0,5394883139301;9461,69012715389
"Alpha1[21]";1,00003797783797;-2,26812961602758;-0,0924960701833316;-0,935882836512341;-1,33475086357248;1,16272041767984;1,03460654894424;30154,1197993156
"Alpha1[22]";1,00013766720703;-0,207383658351695;-0,881821476367014;-0,060770646364083;0,246382557673868;1,74707380664435;-1,28503128368213;30332,4657414571
"Alpha1[23]";1,00001713629291;-1,5921983424607;0,2998939845687;1,94718311084741;-0,0944250131969256;1,69611918301997;-0,575304792218049;10150,6868217998
"Alpha1[24]";1,00005732929183;-0,396387585167546;-0,907870678264078;1,89583830245074;-0,137087587499851;-1,06579255587509;0,472944790354639;23960,4053801756
"Alpha2[1, 1]";1,00001991176802;-2,04499999004897;-1,94617457576991;-1,08752479610301;-0,0481063464810079;-1,01774728539318;-0,321967372540708;29344,1196479119
"Alpha2[1, 2]";0,999992318694901;1,04312742575126;2,46362483401767;-1,11877997462068;0,528361531807565;1,49431174016785;-0,583551451626414;30378,9655908098
"Alpha2[2, 1]";1,00007249011934;-0,0561523730823817;-0,882569088526844;-1,12974201949853;0,806939878372701;1,09105403460435;1,34825260953105;29052,0723035885
"Alpha2[2, 2]";0,999967069309118;0,367404468243973;-0,219937036864654;0,543602219710513;0,866636893306137;0,585716016464054;0,232021272289237;18320,9365213397
"Alpha2[3, 1]";1,00004980010152;0,793320274579089;-0,741366886788256;-0,400457774218827;0,587439449740534;-1,04918915601508;1,73484602800678;16954,8278057385
"Alpha2[3, 2]";0,999965945795829;1,69090483151124;2,08769837600243;-0,994370158762598;1,46429005474604;-0,266939487977602;-0,614019654109176;18684,0515070065
"Alpha2[4, 1]";0,999978231070664;-0,614633570690361;0,0575088548108927;0,455640621196379;-0,59264803584989;-1,08180942153855;0,865793880770888;30137,6631879761
"Alpha2[4, 2]";1,00029926648357;-0,886928052108205;-1,66048135357746;-1,33643067514685;-1,20172008008389;0,748289312282596;-0,412348342767348;30042,0088107102
"Alpha2[5, 1]";1,00006159176553;0,899747082542765;0,192933428488012;-1,70307041410193;-0,130695748607041;0,972629929658741;-0,144674377903512;30358,8236831351
"Alpha2[5, 2]";1,00006912134706;-0,0680710380581464;-1,44957679732177;0,05927506426046;-0,0675870325734332;-0,119170530495104;1,65934536689782;30249,7061751617
"Alpha2[6, 1]";0,999963522302548;0,789141702156961;0,765851663941631;0,283264137860249;1,00625056515544;-0,388856776586454;-2,09323098222034;24830,278686782
"Alpha2[6, 2]";0,999979528576613;0,399851194918874;-0,334603021616897;-0,158693250095908;-1,26595577264798;-0,342707336927428;-0,681154122638575;23783,5046507471
