"Parameter";"Mean";"SD";"Naive SE";"Time-series SE";"2.5%";"25%";"50%";"75%";"97.5%"
"Alpha2[9, 1]";0,15835507016496;0,207232125205036;0,00119645523271866;0,00120337541798452;-0,254606269835913;0,0215046512629161;0,15997717380834;0,298045143998645;0,562922378234514
"Alpha2[10, 1]";0,902173488023565;0,18303933535749;0,00105677809540937;0,00105893864547148;0,543571032381554;0,778598909926636;0,901497682261237;1,02589635705127;1,26132596723202
"Alpha2[11, 1]";0,950390815230384;0,23690568649326;0,00136777561869437;0,00135803601542005;0,499408120305515;0,789792368865642;0,945475357586412;1,10481435205073;1,430245702646
"Alpha2[12, 1]";0,533037062194788;0,209214881522122;0,00120790268165273;0,00120463360760206;0,118877898907635;0,39292979209477;0,534209797216142;0,673959965106294;0,941928815262046
"Alpha2[13, 1]";0,706204157305402;0,229679280131189;0,00132605394211022;0,00132606130217338;0,251721750364283;0,550934240093257;0,706610594967449;0,860116939166367;1,15679805693293
"Alpha2[14, 1]";0,404069295506065;0,170637485723132;0,00098517598316091;0,000981096899049574;0,0613943650333365;0,291788615926466;0,406104934403532;0,520027494873995;0,734180520747041
"Alpha2[15, 1]";0,274328851295188;0,23451505058008;0,00135397327581428;0,00139839202416322;-0,192670339735729;0,118154076052239;0,276729110098958;0,433881096806661;0,727170515846875
"Alpha2[16, 1]";0,749561416379563;0,238141182161161;0,00137490875625882;0,00137484283946631;0,282532865249953;0,590174310958779;0,750210840593889;0,909321941197741;1,2177294023579
"Alpha2[17, 1]";1,1082928407788;0,184524855198345;0,00106535474820941;0,00107621544288182;0,747816411027148;0,984028355105956;1,10887823833339;1,23161815525614;1,4760319143009
"Alpha2[18, 1]";0,893703186078102;0,185267048501286;0,00106963980324185;0,0010729450511205;0,527712874309097;0,768602786742272;0,894570614189086;1,01896791874112;1,25274862089197
"Alpha2[19, 1]";1,3361102288993;0,193752906419711;0,00111863292677692;0,0011183998047751;0,960327027404926;1,20346870174461;1,33454232060134;1,46546831609856;1,72159191705272
"Alpha2[20, 1]";0,824867603817083;0,175459740652288;0,00101301728497541;0,00100697852426188;0,470603688458918;0,708384117965702;0,828015171614491;0,943450839812968;1,16259520072275
"Alpha2[21, 1]";0,897794254715428;0,207047148097457;0,00119538726689011;0,00119919626330313;0,491466070946005;0,759913342765208;0,899204969719706;1,03656265632117;1,30172907736498
"Alpha2[22, 1]";1,20984138912259;0,278664759520358;0,00160887173922741;0,00161521213021574;0,680959657792488;1,02067119740106;1,20289597965136;1,39105839060994;1,77481554977762
"Alpha2[23, 1]";0,949429395494986;0,361466389918885;0,0020869271752267;0,00210249185459958;0,25239843068868;0,708258500194587;0,945346041954041;1,18516163486253;1,66735560016218
"Alpha2[24, 1]";1,55549611322699;0,327433456396028;0,00189043794191937;0,00189051774631803;0,931035414155863;1,33357917351941;1,54964165807666;1,77064510611481;2,21412212059052
"Alpha2[1, 2]";3,31904733992447;0,531958888155031;0,00307126607274121;0,0031450571381684;2,38663192881016;2,9474371659244;3,27931546358719;3,64707610043526;4,48066681545621
"Alpha2[2, 2]";3,11844481187855;0,529815994550123;0,00305889407074483;0,00303924027468408;2,18569445742534;2,75148529862432;3,07709856588525;3,44654747784615;4,26622710787766
"Alpha2[3, 2]";2,50298925447645;0,539790837334726;0,00311648385241297;0,00305292095161029;1,4787854536989;2,14001538888444;2,49022044885274;2,8512806558403;3,60383385877837
"Alpha2[4, 2]";2,61806664972065;0,613116399200091;0,00353982918122746;0,00348921289125533;1,44913659531146;2,20998939483664;2,60433107682034;3,00685130537193;3,87524311859391
"Alpha2[5, 2]";3,43590044609379;0,59944997873699;0,00346092606589517;0,00351099665243165;2,42353601338038;3,0184618904805;3,38232328296063;3,79058538965681;4,77534129038713
"Alpha2[6, 2]";3,13690874275726;0,468509713266313;0,0027049420907226;0,0027050413766552;2,30872673089115;2,81250804897166;3,10562660765308;3,42859229818429;4,15248488308404
"Alpha2[7, 2]";2,49650834191747;0,54163119483053;0,00312710916136905;0,00304000833402204;1,46643488125317;2,13382138378327;2,48762233126221;2,84845596391695;3,60006453952601
"Alpha2[8, 2]";3,13165830820565;0,421627929914164;0,00243426998833807;0,00245467068846208;2,38155707014562;2,83874097846835;3,10448015969609;3,39423012708548;4,03432666233021
"Alpha2[9, 2]";2,48592535564085;0,432112246325721;0,00249480121736289;0,00247689088767911;1,67958891655653;2,18510537117885;2,47093301885471;2,76544987175221;3,37711784987843
"Alpha2[10, 2]";3,2462005978823;0,429455712682829;0,00247946371322454;0,00246528744648428;2,48521541602403;2,94704361694696;3,21588507330091;3,51185387680975;4,17187549628078
"Alpha2[11, 2]";2,07583758438497;0,417435948856136;0,00241006757441517;0,00242035338326091;1,31434478495163;1,78294804827511;2,06076478052705;2,34885163271152;2,92891609995663
"Alpha2[12, 2]";1,59037068491594;0,37000047985465;0,00213619876644373;0,002154083421259;0,891568678440034;1,33343813142337;1,58295040210654;1,83483718003249;2,34290472894362
"Alpha2[13, 2]";2,82289926132038;0,487269484545538;0,00281325168070257;0,00283765763572677;1,94021907260991;2,48418208591738;2,79650538235964;3,12678709221324;3,85769870358055
"Alpha2[14, 2]";2,0759272246512;0,339892070342543;0,00196236778307686;0,00196290530753385;1,43609156173713;1,8407986261548;2,06753625345853;2,30036548652842;2,76072378854082
"Alpha2[15, 2]";2,4958371337263;0,375173880179423;0,00216606740714506;0,00214965190421309;1,79240881354575;2,23948275085423;2,48338765171202;2,73863100260371;3,26752857806746
"Alpha2[16, 2]";2,2130298824968;0,377820509806935;0,00218134773042396;0,00214709699754988;1,48737733036495;1,95967408004966;2,20278572204115;2,46473137017835;2,97144418971133
"Alpha2[17, 2]";2,73946916674823;0,395024020126157;0,00228067224356205;0,00227268336508613;2,00494950763026;2,47008719894821;2,72379695342659;2,99294971089168;3,56215385184631
"Alpha2[18, 2]";3,14757188923834;0,366701187436187;0,00211715029278438;0,00212715489549471;2,48043335667041;2,89320009362786;3,12774111056265;3,37990932213656;3,91227407873644
"Alpha2[19, 2]";3,14510587637968;0,381635838421553;0,00220337554045092;0,00220336186534638;2,45182105002722;2,88003542366245;3,12565273803138;3,38946456689713;3,95609806334589
"Alpha2[20, 2]";3,11248443054551;0,400244124037241;0,00231081052754467;0,00232747265652215;2,38864270499813;2,83532908855849;3,08945456359765;3,36655741573979;3,97190395006364
"Alpha2[21, 2]";3,36984516406257;0,441317814562801;0,0025479495903601;0,00255683596813783;2,58184144178532;3,06276266804567;3,34254488994273;3,64390854147047;4,31750290504379
"Alpha2[22, 2]";2,36470821433974;0,429123218921683;0,00247754405959952;0,00248475470826779;1,566074685343;2,06698397451423;2,35142420281232;2,64832043854431;3,24166721402321
"Alpha2[23, 2]";2,30432878857654;0,518181770876268;0,0029917238490457;0,00295147819582545;1,33675731415544;1,94813667844001;2,29342322397354;2,63917052823614;3,37103683408857
"Alpha2[24, 2]";2,96386276956096;0,537103618410042;0,0031009691867176;0,00307172098411613;2,00615391445036;2,59645239184523;2,9313030296746;3,28645279690114;4,1339932309823
"Beta1";2,1936307310385;0,278439241124442;0,00160756970816152;0,00160764109112522;1,65314655153788;2,0066074613073;2,19106725246306;2,37909992939166;2,74996503114668
"Beta2";2,09013649001679;0,230230688314406;0,00132923749874035;0,00134576398373346;1,64542352827524;1,93381174867417;2,08821116587012;2,24401471276324;2,54996516086782
"Gamma1[1, 1]";0,478806083402688;0,0674710892846751;0,000389544515610244;0,000383716817603401;0,348738270230958;0,432312258415075;0,477972531710892;0,525056366654572;0,610418266528332
"Gamma1[2, 1]";0,46407477990793;0,0706170965763521;0,000407707997177467;0,000413250004185978;0,327021335398177;0,415387634183929;0,464255521699646;0,512822845937997;0,601078531869133
"Gamma1[3, 1]";0,618228723333758;0,0411185108453706;0,000237397833052513;0,000236563058711166;0,536252121535901;0,5906019770991;0,618802843386039;0,646430122769414;0,696674774252621
"Gamma1[4, 1]";0,65854618729741;0,0585055624592247;0,000337782022349238;0,000335393704717876;0,538279622117989;0,619659833268423;0,660540567772397;0,699142293383723;0,767440278784483
"Gamma1[5, 1]";0,458764866406652;0,0689895482031003;0,000398311342263306;0,000399507195262513;0,325489295216877;0,411116606111908;0,457747154084921;0,506228927377668;0,593937590638141
"Gamma1[6, 1]";0,614403934469735;0,0347918182978997;0,00020087065659889;0,000200862344013122;0,545263079748331;0,591213268805335;0,614754439761383;0,638072543644747;0,68198615736433
"Gamma1[7, 1]";0,608373982604343;0,0657155741694879;0,000379409044367046;0,000376978008600301;0,476003517758231;0,564056543530941;0,610531704043757;0,654353123964472;0,732674729718605
"Gamma1[8, 1]";0,498082399544665;0,0602187598880609;0,000347673172316374;0,000347600182086795;0,380622886246686;0,457067843472376;0,498288881134518;0,539333461632631;0,61451903432423
"Gamma1[9, 1]";0,456986565348618;0,0550140362102876;0,000317623686152173;0,000315130555252714;0,350607831702255;0,419442390611822;0,456988543812705;0,494599864188609;0,5652499755126
"Gamma1[10, 1]";0,574985240579746;0,0603215083373243;0,000348266390764784;0,000347667759150881;0,454319676201334;0,534596070296656;0,576033706133658;0,616754521066756;0,689990723201899
"Gamma1[11, 1]";0,583730485647352;0,0617605474807353;0,000356574687133012;0,000353795771514542;0,459719628397835;0,542184246004734;0,584734155270717;0,626285315202286;0,700331343689157
"Gamma1[12, 1]";0,593515056358777;0,0658109098588174;0,000379959465226024;0,000380915611038738;0,459023144613697;0,549444749289638;0,595354984043114;0,639143674571773;0,716957889765028
"Gamma1[13, 1]";0,610028394600769;0,0662959777495637;0,000382760005999;0,000382781517849825;0,474603953576268;0,565767954102117;0,611731783570905;0,656309936723955;0,733732868710081
"Gamma1[14, 1]";0,638766041938616;0,0546984569165599;0,00031580168825033;0,0003160157380985;0,52704099496992;0,6025368844554;0,640598595830534;0,676871325933224;0,740804851703394
"Gamma1[15, 1]";0,651544437697949;0,0579529635996118;0,000334591591345724;0,00032870710027341;0,531893066459804;0,612584969193127;0,653766520622071;0,692409022918667;0,75923830066864
"Gamma1[16, 1]";0,596111856726174;0,0657599906482217;0,000379665483026581;0,000376114919255257;0,463354736487449;0,551816270667287;0,597537869957748;0,642373283962133;0,719358637331344
"Gamma1[17, 1]";0,540951252899625;0,0458314875357913;0,000264608216661501;0,000264596604889812;0,450205993262172;0,509979925947547;0,541236813103592;0,572117742500006;0,629659011214804
"Gamma1[18, 1]";0,524423658119622;0,0721475205172411;0,000416543903919932;0,000411948142272194;0,382424004507282;0,476303443609461;0,525014626371854;0,573780599326691;0,663986548748103
"Gamma1[19, 1]";0,593459120964843;0,0549620922338116;0,000317323787464162;0,000324947142379707;0,482361676483213;0,556579051898636;0,594401995359816;0,631363274680282;0,697756082275072
"Gamma1[20, 1]";0,536716836468808;0,0580287767939913;0,000335029299027556;0,000335028188686991;0,422720795675276;0,497636297785726;0,537378234694151;0,576967712726351;0,648761466358177
"Gamma1[21, 1]";0,540414035308356;0,0620844813579333;0,000358444920245011;0,000359645501263628;0,416398511054047;0,498267198183132;0,540949946512223;0,583288788332654;0,659587883405742
"Gamma1[22, 1]";0,414972928233456;0,0678896151417005;0,000391960875772409;0,00039522260152574;0,284842257330213;0,367702890638827;0,414075358766048;0,461142644685803;0,54991912464758
"Gamma1[23, 1]";0,525760451152149;0,0445614663637838;0,00025727574600615;0,000256302466766925;0,437230299123732;0,495945464500417;0,526002647548441;0,555515779795147;0,61316158412804
"Gamma1[24, 1]";0,326302842884956;0,0435778764367038;0,000251596986914432;0,000253006424877156;0,243448142277176;0,296165200049218;0,325699162729825;0,354981845020195;0,414100788562103
"Gamma1[1, 2]";0,521193916597312;0,0674710892846751;0,000389544515610244;0,000383716817603401;0,389581733471668;0,474943633345428;0,522027468289108;0,567687741584925;0,651261729769042
"Gamma1[2, 2]";0,53592522009207;0,0706170965763521;0,000407707997177467;0,000413250004185978;0,398921468130867;0,487177154062003;0,535744478300354;0,584612365816071;0,672978664601823
"Gamma1[3, 2]";0,381771276666242;0,0411185108453706;0,000237397833052513;0,000236563058711166;0,303325225747379;0,353569877230586;0,381197156613961;0,4093980229009;0,463747878464099
"Gamma1[4, 2]";0,34145381270259;0,0585055624592247;0,000337782022349238;0,000335393704717876;0,232559721215517;0,300857706616277;0,339459432227603;0,380340166731577;0,461720377882011
"Gamma1[5, 2]";0,541235133593348;0,0689895482031003;0,000398311342263306;0,000399507195262513;0,406062409361859;0,493771072622332;0,542252845915079;0,588883393888092;0,674510704783122
"Gamma1[6, 2]";0,385596065530265;0,0347918182978997;0,00020087065659889;0,000200862344013122;0,31801384263567;0,361927456355253;0,385245560238617;0,408786731194665;0,454736920251669
"Gamma1[7, 2]";0,391626017395657;0,0657155741694879;0,000379409044367046;0,000376978008600301;0,267325270281395;0,345646876035528;0,389468295956243;0,435943456469059;0,523996482241769
"Gamma1[8, 2]";0,501917600455335;0,0602187598880609;0,000347673172316374;0,000347600182086795;0,38548096567577;0,460666538367369;0,501711118865482;0,542932156527624;0,619377113753314
"Gamma1[9, 2]";0,543013434651382;0,0550140362102876;0,000317623686152173;0,000315130555252714;0,4347500244874;0,505400135811391;0,543011456187295;0,580557609388178;0,649392168297745
"Gamma1[10, 2]";0,425014759420254;0,0603215083373243;0,000348266390764784;0,000347667759150881;0,310009276798101;0,383245478933244;0,423966293866342;0,465403929703344;0,545680323798666
"Gamma1[11, 2]";0,416269514352648;0,0617605474807353;0,000356574687133012;0,000353795771514542;0,299668656310843;0,373714684797714;0,415265844729283;0,457815753995266;0,540280371602165
"Gamma1[12, 2]";0,406484943641223;0,0658109098588174;0,000379959465226024;0,000380915611038738;0,283042110234972;0,360856325428227;0,404645015956886;0,450555250710362;0,540976855386303
"Gamma1[13, 2]";0,389971605399231;0,0662959777495637;0,000382760005999;0,000382781517849825;0,266267131289919;0,343690063276045;0,388268216429095;0,434232045897883;0,525396046423732
"Gamma1[14, 2]";0,361233958061384;0,0546984569165599;0,00031580168825033;0,0003160157380985;0,259195148296606;0,323128674066776;0,359401404169466;0,3974631155446;0,47295900503008
"Gamma1[15, 2]";0,348455562302051;0,0579529635996118;0,000334591591345724;0,00032870710027341;0,24076169933136;0,307590977081332;0,346233479377929;0,387415030806873;0,468106933540196
"Gamma1[16, 2]";0,403888143273826;0,0657599906482217;0,000379665483026581;0,000376114919255257;0,280641362668656;0,357626716037867;0,402462130042252;0,448183729332713;0,536645263512551
"Gamma1[17, 2]";0,459048747100375;0,0458314875357913;0,000264608216661501;0,000264596604889812;0,370340988785196;0,427882257499994;0,458763186896408;0,490020074052452;0,549794006737828
"Gamma1[18, 2]";0,475576341880378;0,0721475205172411;0,000416543903919932;0,000411948142272194;0,336013451251897;0,426219400673309;0,474985373628146;0,523696556390539;0,617575995492718
"Gamma1[19, 2]";0,406540879035157;0,0549620922338116;0,000317323787464162;0,000324947142379707;0,302243917724928;0,368636725319718;0,405598004640184;0,443420948101364;0,517638323516787
"Gamma1[20, 2]";0,463283163531192;0,0580287767939913;0,000335029299027556;0,000335028188686991;0,351238533641823;0,423032287273649;0,462621765305849;0,502363702214274;0,577279204324724
"Gamma1[21, 2]";0,459585964691644;0,0620844813579333;0,000358444920245011;0,000359645501263628;0,340412116594258;0,416711211667346;0,459050053487777;0,501732801816868;0,583601488945953
"Gamma1[22, 2]";0,585027071766544;0,0678896151417005;0,000391960875772409;0,00039522260152574;0,45008087535242;0,538857355314197;0,585924641233952;0,632297109361173;0,715157742669786
"Gamma1[23, 2]";0,474239548847851;0,0445614663637838;0,00025727574600615;0,000256302466766925;0,38683841587196;0,444484220204853;0,473997352451559;0,504054535499583;0,562769700876268
"Gamma1[24, 2]";0,673697157115044;0,0435778764367038;0,000251596986914432;0,000253006424877156;0,585899211437897;0,645018154979805;0,674300837270175;0,703834799950782;0,756551857722824
"Gamma1_F[1]";0,478806083402688;0,0674710892846751;0,000389544515610244;0,000383716817603401;0,348738270230958;0,432312258415075;0,477972531710892;0,525056366654572;0,610418266528332
"Gamma1_F[2]";0,46407477990793;0,0706170965763521;0,000407707997177467;0,000413250004185978;0,327021335398177;0,415387634183929;0,464255521699646;0,512822845937997;0,601078531869133
"Gamma1_F[3]";0,618228723333758;0,0411185108453706;0,000237397833052513;0,000236563058711166;0,536252121535901;0,5906019770991;0,618802843386039;0,646430122769414;0,696674774252621
"Gamma1_F[4]";0,65854618729741;0,0585055624592247;0,000337782022349238;0,000335393704717876;0,538279622117989;0,619659833268423;0,660540567772397;0,699142293383723;0,767440278784483
"Gamma1_F[5]";0,458764866406652;0,0689895482031003;0,000398311342263306;0,000399507195262513;0,325489295216877;0,411116606111908;0,457747154084921;0,506228927377668;0,593937590638141
"Gamma1_F[6]";0,614403934469735;0,0347918182978997;0,00020087065659889;0,000200862344013122;0,545263079748331;0,591213268805335;0,614754439761383;0,638072543644747;0,68198615736433
"Gamma1_F[7]";0,608373982604343;0,0657155741694879;0,000379409044367046;0,000376978008600301;0,476003517758231;0,564056543530941;0,610531704043757;0,654353123964472;0,732674729718605
"Gamma1_F[8]";0,498082399544665;0,0602187598880609;0,000347673172316374;0,000347600182086795;0,380622886246686;0,457067843472376;0,498288881134518;0,539333461632631;0,61451903432423
"Gamma1_F[9]";0,456986565348618;0,0550140362102876;0,000317623686152173;0,000315130555252714;0,350607831702255;0,419442390611822;0,456988543812705;0,494599864188609;0,5652499755126
